snapshot_id,snapshot_date,store_id,product_id,qty_on_hand,qty_reserved,qty_on_order,reorder_point
INV0000422,2025-12-05,STOR0047,PROD00493,427,50,185,96
INV0000423,2025-12-27,STOR0060,PROD00123,175,8,46,77
INV0000424,2025-12-20,STOR0029,PROD00395,60,8,73,103
INV0000425,2025-12-25,STOR0057,PROD00496,39,38,6,57
INV0000426,2025-12-06,STOR0058,PROD00232,640,34,25,89
INV0000427,2025-12-05,STOR0014,PROD00357,111,1,48,55
INV0000428,2025-12-24,STOR0055,PROD00103,432,46,170,24
INV0000429,2025-12-11,STOR0031,PROD00094,359,16,180,82
INV0000430,2025-12-30,STOR0004,PROD00311,131,9,121,63
INV0000431,2025-12-28,STOR0043,PROD00255,648,30,96,36
INV0000432,2025-12-24,STOR0049,PROD00115,605,39,130,31
INV0000433,2025-12-27,STOR0053,PROD00449,73,13,179,56
INV0000434,2025-12-13,STOR0059,PROD00453,190,48,4,36
INV0000435,2025-12-17,STOR0006,PROD00157,210,6,13,15
INV0000436,2025-12-30,STOR0059,PROD00420,491,46,43,44
INV0000437,2025-12-06,STOR0001,PROD00037,662,20,11,107
INV0000438,2025-12-24,STOR0031,PROD00296,292,26,166,65
INV0000439,2025-12-24,STOR0016,PROD00161,366,35,197,103
INV0000440,2025-12-28,STOR0058,PROD00488,573,8,193,32
INV0000441,2025-12-31,STOR0010,PROD00287,777,20,8,48
INV0000442,2025-12-15,STOR0060,PROD00480,739,8,186,92
INV0000443,2025-12-30,STOR0057,PROD00228,159,24,76,94
INV0000444,2025-12-29,STOR0050,PROD00116,755,0,183,65
INV0000445,2025-12-02,STOR0015,PROD00433,67,47,98,102
INV0000446,2025-12-28,STOR0055,PROD00492,244,5,152,16
INV0000447,2025-12-12,STOR0049,PROD00354,623,15,72,28
INV0000448,2025-12-18,STOR0023,PROD00464,594,47,108,42
INV0000449,2025-12-23,STOR0051,PROD00248,751,24,53,36
INV0000450,2025-12-16,STOR0047,PROD00185,520,8,37,104
INV0000451,2025-12-19,STOR0044,PROD00378,582,29,123,78
INV0000452,2025-12-07,STOR0014,PROD00119,256,5,132,46
INV0000453,2025-12-06,STOR0009,PROD00199,350,3,159,10
INV0000454,2025-12-11,STOR0022,PROD00009,574,7,36,99
INV0000455,2025-12-29,STOR0012,PROD00168,448,46,150,78
INV0000456,2025-12-20,STOR0011,PROD00479,191,39,65,107
INV0000457,2025-12-28,STOR0011,PROD00450,187,7,126,62
INV0000458,2025-12-17,STOR0051,PROD00094,370,22,71,82
INV0000459,2025-12-06,STOR0032,PROD00248,497,35,82,65
INV0000460,2025-12-27,STOR0021,PROD00202,760,19,94,111
INV0000461,2025-12-29,STOR0001,PROD00219,494,21,79,25
INV0000462,2025-12-07,STOR0042,PROD00149,573,11,67,12
INV0000463,2025-12-22,STOR0003,PROD00160,245,17,95,29
INV0000464,2025-12-30,STOR0040,PROD00136,351,23,141,68
INV0000465,2025-12-27,STOR0007,PROD00308,657,19,149,101
INV0000466,2025-12-12,STOR0005,PROD00490,557,44,40,31
INV0000467,2025-12-15,STOR0018,PROD00470,492,17,123,71
INV0000468,2025-12-18,STOR0008,PROD00169,175,20,119,52
INV0000469,2025-12-30,STOR0008,PROD00266,498,6,94,108
INV0000470,2025-12-18,STOR0021,PROD00013,476,46,41,63
INV0000471,2025-12-26,STOR0029,PROD00420,534,42,56,64
INV0000472,2025-12-17,STOR0058,PROD00254,636,23,65,101
INV0000473,2025-12-23,STOR0041,PROD00324,633,11,155,78
INV0000474,2025-12-18,STOR0002,PROD00257,726,36,133,45
INV0000475,2025-12-17,STOR0002,PROD00354,153,49,7,94
INV0000476,2025-12-12,STOR0044,PROD00424,159,42,157,63
INV0000477,2025-12-07,STOR0040,PROD00089,509,39,29,20
INV0000478,2025-12-25,STOR0052,PROD00014,60,19,166,95
INV0000479,2025-12-10,STOR0001,PROD00137,0,0,176,67
INV0000480,2025-12-20,STOR0046,PROD00401,614,33,8,71
INV0000481,2025-12-02,STOR0032,PROD00274,747,20,28,43
INV0000482,2025-12-10,STOR0045,PROD00357,100,24,24,104
INV0000483,2025-12-16,STOR0009,PROD00389,800,43,91,93
INV0000484,2025-12-24,STOR0042,PROD00234,309,9,122,40
INV0000485,2025-12-22,STOR0059,PROD00180,483,8,67,97
INV0000486,2025-12-28,STOR0001,PROD00201,473,39,115,37
INV0000487,2025-12-19,STOR0049,PROD00432,686,4,174,55
INV0000488,2025-12-04,STOR0037,PROD00310,706,22,135,40
INV0000489,2026-01-01,STOR0055,PROD00197,705,12,180,70
INV0000490,2025-12-31,STOR0023,PROD00449,268,27,16,92
INV0000491,2025-12-15,STOR0055,PROD00432,235,30,123,22
INV0000492,2025-12-12,STOR0001,PROD00434,358,17,155,115
INV0000493,2025-12-07,STOR0015,PROD00436,47,13,131,23
INV0000494,2025-12-15,STOR0008,PROD00320,771,36,166,46
INV0000495,2025-12-28,STOR0032,PROD00389,458,16,45,23
INV0000496,2025-12-17,STOR0015,PROD00391,318,18,106,37
INV0000497,2025-12-21,STOR0054,PROD00230,106,40,31,79
INV0000498,2025-12-26,STOR0022,PROD00249,252,1,86,87
INV0000499,2025-12-20,STOR0008,PROD00357,228,13,185,27
INV0000500,2025-12-06,STOR0028,PROD00442,207,20,160,59
INV0000501,2025-12-03,STOR0042,PROD00162,794,5,63,99
INV0000502,2025-12-11,STOR0030,PROD00237,83,23,25,96
INV0000503,2025-12-09,STOR0009,PROD00385,8,7,171,50
INV0000504,2025-12-24,STOR0027,PROD00071,95,20,90,81
INV0000505,2025-12-03,STOR0051,PROD00350,666,13,110,12
INV0000506,2025-12-16,STOR0056,PROD00170,504,37,31,114
INV0000507,2025-12-05,STOR0020,PROD00378,91,8,85,47
INV0000508,2025-12-16,STOR0039,PROD00329,690,26,192,10
INV0000509,2025-12-07,STOR0022,PROD00334,23,4,3,116
INV0000510,2025-12-21,STOR0049,PROD00199,680,36,53,85
INV0000511,2025-12-12,STOR0038,PROD00006,326,14,161,56
INV0000512,2025-12-18,STOR0041,PROD00313,438,14,76,14
INV0000513,2025-12-06,STOR0029,PROD00299,103,38,143,57
INV0000514,2025-12-17,STOR0056,PROD00014,236,12,1,18
INV0000515,2025-12-25,STOR0003,PROD00049,290,40,50,99
INV0000516,2025-12-17,STOR0032,PROD00414,602,24,57,50
INV0000517,2025-12-02,STOR0035,PROD00207,503,7,120,90
INV0000518,2025-12-09,STOR0025,PROD00308,632,35,132,64
INV0000519,2025-12-31,STOR0059,PROD00284,785,37,117,12
INV0000520,2025-12-20,STOR0048,PROD00230,777,41,2,22
INV0000521,2025-12-04,STOR0044,PROD00228,743,29,106,59
INV0000522,2025-12-15,STOR0007,PROD00147,57,22,121,34
INV0000523,2025-12-02,STOR0058,PROD00176,545,12,131,107
INV0000524,2025-12-28,STOR0004,PROD00030,122,38,77,26
INV0000525,2025-12-14,STOR0052,PROD00159,434,41,85,102
INV0000526,2025-12-30,STOR0055,PROD00419,255,26,156,82
INV0000527,2026-01-01,STOR0051,PROD00096,361,44,53,16
INV0000528,2025-12-04,STOR0026,PROD00373,703,21,30,93
INV0000529,2025-12-26,STOR0004,PROD00252,391,32,170,28
INV0000530,2025-12-09,STOR0048,PROD00247,625,14,145,114
INV0000531,2025-12-30,STOR0019,PROD00060,380,22,145,82
INV0000532,2025-12-18,STOR0057,PROD00482,417,12,190,119
INV0000533,2025-12-21,STOR0040,PROD00056,741,35,107,44
INV0000534,2025-12-16,STOR0046,PROD00386,142,29,105,21
INV0000535,2025-12-12,STOR0047,PROD00384,484,49,62,21
INV0000536,2025-12-18,STOR0047,PROD00140,281,12,28,56
INV0000537,2025-12-24,STOR0030,PROD00242,320,22,33,111
INV0000538,2025-12-10,STOR0057,PROD00260,669,5,1,40
INV0000539,2025-12-22,STOR0041,PROD00196,202,15,61,28
INV0000540,2025-12-03,STOR0054,PROD00489,380,30,37,56
INV0000541,2025-12-16,STOR0034,PROD00366,399,8,105,12
INV0000542,2025-12-04,STOR0040,PROD00068,459,3,171,69
INV0000543,2025-12-12,STOR0012,PROD00387,314,35,169,120
INV0000544,2025-12-19,STOR0027,PROD00104,462,49,176,36
INV0000545,2025-12-12,STOR0047,PROD00172,438,24,98,61
INV0000546,2026-01-01,STOR0038,PROD00078,250,11,169,82
INV0000547,2025-12-05,STOR0034,PROD00244,642,46,108,111
INV0000548,2025-12-05,STOR0024,PROD00385,111,37,159,73
INV0000549,2025-12-11,STOR0056,PROD00056,173,39,67,99
INV0000550,2025-12-15,STOR0033,PROD00057,210,21,60,39
INV0000551,2025-12-05,STOR0001,PROD00303,574,21,102,98
INV0000552,2025-12-19,STOR0027,PROD00185,665,31,30,76
INV0000553,2025-12-09,STOR0012,PROD00473,589,50,2,108
INV0000554,2025-12-21,STOR0048,PROD00002,656,7,105,50
INV0000555,2025-12-02,STOR0034,PROD00095,93,33,70,14
INV0000556,2025-12-04,STOR0035,PROD00068,534,32,172,58
INV0000557,2025-12-27,STOR0059,PROD00441,10,5,15,64
INV0000558,2025-12-29,STOR0037,PROD00144,285,21,144,103
INV0000559,2025-12-03,STOR0045,PROD00391,260,27,15,85
INV0000560,2025-12-14,STOR0026,PROD00334,69,20,92,53
INV0000561,2025-12-19,STOR0037,PROD00211,495,31,150,26
INV0000562,2025-12-29,STOR0052,PROD00069,464,41,87,62
INV0000563,2025-12-21,STOR0027,PROD00225,681,7,134,69
INV0000564,2025-12-02,STOR0025,PROD00162,173,39,73,120
INV0000565,2025-12-15,STOR0013,PROD00318,615,24,76,11
INV0000566,2025-12-27,STOR0002,PROD00052,400,46,108,120
INV0000567,2025-12-15,STOR0057,PROD00269,332,40,89,47
INV0000568,2025-12-21,STOR0058,PROD00090,441,3,189,83
INV0000569,2025-12-28,STOR0056,PROD00498,426,19,7,120
INV0000570,2025-12-16,STOR0008,PROD00460,550,45,51,52
INV0000571,2025-12-13,STOR0015,PROD00112,130,31,53,28
INV0000572,2025-12-20,STOR0010,PROD00089,26,12,43,59
INV0000573,2025-12-20,STOR0026,PROD00274,133,8,115,46
INV0000574,2025-12-28,STOR0010,PROD00330,743,16,113,29
INV0000575,2025-12-05,STOR0011,PROD00093,130,15,89,87
INV0000576,2025-12-15,STOR0008,PROD00337,115,36,92,107
INV0000577,2025-12-08,STOR0059,PROD00476,316,11,20,62
INV0000578,2025-12-11,STOR0019,PROD00282,471,17,135,91
INV0000579,2025-12-13,STOR0017,PROD00364,667,40,183,79
INV0000580,2025-12-20,STOR0052,PROD00071,774,33,47,106
INV0000581,2025-12-23,STOR0033,PROD00105,514,0,13,71
INV0000582,2025-12-27,STOR0011,PROD00156,216,35,181,40
INV0000583,2025-12-26,STOR0037,PROD00149,487,16,163,18
INV0000584,2025-12-16,STOR0034,PROD00004,776,11,48,52
INV0000585,2025-12-04,STOR0043,PROD00244,410,14,2,96
INV0000586,2025-12-13,STOR0023,PROD00498,435,8,60,24
INV0000587,2025-12-09,STOR0032,PROD00336,54,49,58,15
INV0000588,2025-12-09,STOR0013,PROD00211,196,5,77,111
INV0000589,2025-12-22,STOR0042,PROD00347,663,4,112,84
INV0000590,2025-12-23,STOR0055,PROD00212,718,47,188,51
INV0000591,2025-12-03,STOR0033,PROD00092,587,18,39,41
INV0000592,2025-12-07,STOR0017,PROD00317,357,4,14,86
INV0000593,2025-12-27,STOR0003,PROD00372,796,16,194,105
INV0000594,2025-12-13,STOR0012,PROD00108,581,27,171,41
INV0000595,2025-12-28,STOR0052,PROD00309,306,20,127,12
INV0000596,2025-12-18,STOR0012,PROD00084,176,44,142,65
INV0000597,2025-12-20,STOR0021,PROD00374,129,16,41,58
INV0000598,2025-12-15,STOR0021,PROD00117,364,7,160,24
INV0000599,2025-12-18,STOR0046,PROD00176,186,43,79,71
INV0000600,2026-01-01,STOR0012,PROD00450,60,0,22,64
INV0000601,2025-12-02,STOR0024,PROD00384,606,7,63,16
INV0000602,2025-12-27,STOR0042,PROD00405,328,20,138,44
INV0000603,2025-12-16,STOR0053,PROD00358,630,27,16,78
INV0000604,2025-12-15,STOR0034,PROD00081,212,43,2,37
INV0000605,2026-01-01,STOR0045,PROD00102,600,19,164,120
INV0000606,2025-12-09,STOR0008,PROD00390,346,26,50,33
INV0000607,2025-12-21,STOR0011,PROD00475,71,20,82,79
INV0000608,2025-12-06,STOR0034,PROD00306,544,28,71,113
INV0000609,2025-12-25,STOR0016,PROD00162,338,3,104,77
INV0000610,2025-12-06,STOR0049,PROD00414,651,43,127,61
INV0000611,2025-12-31,STOR0011,PROD00349,789,47,95,21
INV0000612,2025-12-18,STOR0045,PROD00273,510,27,42,95
INV0000613,2025-12-23,STOR0001,PROD00350,357,33,62,23
INV0000614,2025-12-20,STOR0002,PROD00314,305,7,86,41
INV0000615,2025-12-19,STOR0058,PROD00489,573,48,47,39
INV0000616,2025-12-06,STOR0033,PROD00465,559,36,47,70
INV0000617,2025-12-24,STOR0005,PROD00076,42,20,84,35
INV0000618,2025-12-24,STOR0053,PROD00171,455,29,128,80
INV0000619,2025-12-14,STOR0001,PROD00002,106,11,64,11
INV0000620,2025-12-03,STOR0028,PROD00443,648,39,9,40
INV0000621,2025-12-27,STOR0037,PROD00473,144,0,45,117
INV0000622,2025-12-31,STOR0006,PROD00234,704,40,182,16
INV0000623,2025-12-29,STOR0051,PROD00329,742,11,169,67
INV0000624,2025-12-04,STOR0053,PROD00361,298,37,95,119
INV0000625,2025-12-12,STOR0041,PROD00157,531,24,184,12
INV0000626,2025-12-11,STOR0004,PROD00276,306,22,23,111
INV0000627,2025-12-25,STOR0002,PROD00325,645,42,125,81
INV0000628,2026-01-01,STOR0049,PROD00209,370,21,161,33
INV0000629,2025-12-23,STOR0041,PROD00255,98,6,168,108
INV0000630,2025-12-25,STOR0042,PROD00444,529,41,17,41
INV0000631,2025-12-28,STOR0041,PROD00293,500,44,169,113
INV0000632,2025-12-23,STOR0004,PROD00414,608,17,4,18
INV0000633,2025-12-15,STOR0016,PROD00214,1,1,189,17
INV0000634,2025-12-26,STOR0054,PROD00235,218,42,184,29
INV0000635,2025-12-11,STOR0015,PROD00042,701,45,45,70
INV0000636,2025-12-05,STOR0017,PROD00276,11,0,70,57
INV0000637,2025-12-15,STOR0053,PROD00340,566,8,178,87
INV0000638,2025-12-20,STOR0037,PROD00236,701,29,85,72
INV0000639,2025-12-25,STOR0024,PROD00135,571,4,75,38
INV0000640,2025-12-21,STOR0056,PROD00247,301,22,38,24
INV0000641,2025-12-16,STOR0055,PROD00391,274,5,129,115
INV0000642,2025-12-07,STOR0051,PROD00106,54,17,119,29
INV0000643,2025-12-26,STOR0012,PROD00053,381,12,24,90
INV0000644,2025-12-18,STOR0003,PROD00412,252,15,51,100
INV0000645,2025-12-24,STOR0016,PROD00500,298,27,59,64
INV0000646,2025-12-08,STOR0037,PROD00193,746,24,7,43
INV0000647,2025-12-09,STOR0020,PROD00093,630,22,133,119
INV0000648,2025-12-12,STOR0005,PROD00319,731,15,200,56
INV0000649,2025-12-28,STOR0037,PROD00282,30,9,46,17
INV0000650,2025-12-04,STOR0031,PROD00369,424,5,187,94
INV0000651,2025-12-26,STOR0012,PROD00329,177,47,0,97
INV0000652,2025-12-10,STOR0002,PROD00024,53,19,2,15
INV0000653,2025-12-27,STOR0027,PROD00185,221,27,92,48
INV0000654,2025-12-14,STOR0018,PROD00139,101,0,174,113
INV0000655,2025-12-04,STOR0024,PROD00232,418,29,90,40
INV0000656,2025-12-02,STOR0032,PROD00043,569,40,134,54
INV0000657,2025-12-04,STOR0055,PROD00036,180,2,63,83
INV0000658,2025-12-15,STOR0055,PROD00240,47,20,46,47
INV0000659,2025-12-25,STOR0031,PROD00210,331,22,99,93
INV0000660,2025-12-27,STOR0014,PROD00357,312,5,160,42
INV0000661,2025-12-02,STOR0036,PROD00211,5,1,160,10
INV0000662,2025-12-24,STOR0043,PROD00368,340,27,24,110
INV0000663,2025-12-27,STOR0043,PROD00323,29,22,37,70
INV0000664,2025-12-15,STOR0039,PROD00199,715,12,195,30
INV0000665,2025-12-31,STOR0013,PROD00466,475,23,18,13
INV0000666,2025-12-24,STOR0045,PROD00116,548,11,121,28
INV0000667,2025-12-19,STOR0014,PROD00472,66,35,4,13
INV0000668,2025-12-28,STOR0042,PROD00110,210,24,27,111
INV0000669,2025-12-28,STOR0052,PROD00389,513,45,2,71
INV0000670,2025-12-08,STOR0003,PROD00170,700,15,190,90
INV0000671,2025-12-17,STOR0049,PROD00234,593,27,186,31
INV0000672,2025-12-16,STOR0058,PROD00393,666,9,102,14
INV0000673,2025-12-26,STOR0002,PROD00405,195,28,56,76
INV0000674,2025-12-07,STOR0014,PROD00480,278,9,31,105
INV0000675,2025-12-27,STOR0022,PROD00035,472,46,134,61
INV0000676,2025-12-16,STOR0026,PROD00059,118,14,28,58
INV0000677,2025-12-20,STOR0034,PROD00092,209,34,14,93
INV0000678,2025-12-27,STOR0035,PROD00378,26,1,132,109
INV0000679,2025-12-18,STOR0043,PROD00353,663,32,160,67
INV0000680,2025-12-28,STOR0012,PROD00267,236,34,200,68
INV0000681,2025-12-13,STOR0040,PROD00184,699,44,93,86
INV0000682,2025-12-04,STOR0032,PROD00344,79,40,45,104
INV0000683,2025-12-30,STOR0015,PROD00246,22,2,123,55
INV0000684,2025-12-08,STOR0030,PROD00440,655,20,134,89
INV0000685,2025-12-05,STOR0058,PROD00314,422,48,17,109
INV0000686,2025-12-10,STOR0056,PROD00267,23,9,105,26
INV0000687,2025-12-22,STOR0044,PROD00087,274,6,126,67
INV0000688,2025-12-05,STOR0035,PROD00167,625,9,43,50
INV0000689,2025-12-29,STOR0018,PROD00191,578,18,148,87
INV0000690,2025-12-15,STOR0052,PROD00233,203,30,105,73
INV0000691,2025-12-17,STOR0006,PROD00140,517,14,12,71
INV0000692,2025-12-17,STOR0033,PROD00303,614,42,156,25
INV0000693,2025-12-16,STOR0032,PROD00399,535,5,19,18
INV0000694,2025-12-28,STOR0018,PROD00240,339,1,199,29
INV0000695,2025-12-05,STOR0038,PROD00483,541,10,188,79
INV0000696,2025-12-14,STOR0018,PROD00477,204,47,181,44
INV0000697,2025-12-29,STOR0039,PROD00022,564,43,4,78
INV0000698,2025-12-02,STOR0055,PROD00115,762,5,106,29
INV0000699,2025-12-09,STOR0054,PROD00203,191,31,134,14
INV0000700,2025-12-18,STOR0002,PROD00417,157,44,192,112
INV0000701,2025-12-06,STOR0022,PROD00320,491,31,50,94
INV0000702,2025-12-14,STOR0014,PROD00005,562,28,26,49
INV0000703,2025-12-21,STOR0004,PROD00079,768,29,6,39
INV0000704,2025-12-11,STOR0019,PROD00014,64,17,10,120
INV0000705,2025-12-02,STOR0001,PROD00154,38,27,173,24
INV0000706,2025-12-11,STOR0055,PROD00287,182,5,113,24
INV0000707,2025-12-17,STOR0060,PROD00393,434,48,43,111
INV0000708,2025-12-31,STOR0031,PROD00270,743,15,32,38
INV0000709,2025-12-22,STOR0042,PROD00479,666,29,164,36
INV0000710,2025-12-05,STOR0021,PROD00249,561,29,118,24
INV0000711,2025-12-24,STOR0059,PROD00180,550,43,96,45
INV0000712,2025-12-16,STOR0026,PROD00222,61,23,82,87
INV0000713,2025-12-07,STOR0041,PROD00397,276,22,121,78
INV0000714,2025-12-05,STOR0036,PROD00238,88,17,172,111
INV0000715,2025-12-15,STOR0052,PROD00235,721,0,16,47
INV0000716,2025-12-22,STOR0059,PROD00343,157,9,154,22
INV0000717,2025-12-23,STOR0001,PROD00452,688,25,44,26
INV0000718,2025-12-02,STOR0015,PROD00463,318,6,156,34
INV0000719,2025-12-17,STOR0034,PROD00316,619,47,175,72
INV0000720,2025-12-30,STOR0029,PROD00203,635,9,163,62
INV0000721,2025-12-28,STOR0025,PROD00320,456,12,185,69
INV0000722,2025-12-21,STOR0051,PROD00353,642,3,59,31
INV0000723,2025-12-14,STOR0009,PROD00339,516,19,155,95
INV0000724,2025-12-27,STOR0008,PROD00107,432,40,157,75
INV0000725,2025-12-30,STOR0024,PROD00405,712,45,114,69
INV0000726,2025-12-10,STOR0041,PROD00237,670,5,148,33
INV0000727,2025-12-22,STOR0039,PROD00340,505,4,164,11
INV0000728,2025-12-24,STOR0023,PROD00274,328,48,157,118
INV0000729,2025-12-08,STOR0035,PROD00013,287,35,89,112
INV0000730,2025-12-05,STOR0040,PROD00349,628,11,53,62
INV0000731,2025-12-22,STOR0007,PROD00055,467,6,37,21
INV0000732,2025-12-15,STOR0050,PROD00037,747,43,6,14
INV0000733,2025-12-19,STOR0020,PROD00029,367,20,31,111
INV0000734,2025-12-07,STOR0045,PROD00224,366,20,77,102
INV0000735,2025-12-18,STOR0055,PROD00311,32,30,153,66
INV0000736,2025-12-14,STOR0048,PROD00220,390,11,125,88
INV0000737,2025-12-08,STOR0057,PROD00332,205,22,153,56
INV0000738,2025-12-30,STOR0030,PROD00202,253,31,6,40
INV0000739,2025-12-02,STOR0007,PROD00350,94,2,158,43
INV0000740,2025-12-15,STOR0031,PROD00184,517,50,137,64
INV0000741,2025-12-29,STOR0057,PROD00154,798,32,35,13
INV0000742,2025-12-03,STOR0060,PROD00269,36,2,139,26
INV0000743,2025-12-10,STOR0032,PROD00472,42,31,174,119
INV0000744,2025-12-26,STOR0050,PROD00053,249,5,189,59
INV0000745,2025-12-19,STOR0041,PROD00466,460,19,25,56
INV0000746,2026-01-01,STOR0031,PROD00312,504,13,66,47
INV0000747,2025-12-09,STOR0016,PROD00481,751,17,95,10
INV0000748,2025-12-02,STOR0024,PROD00206,24,23,188,78
INV0000749,2025-12-26,STOR0013,PROD00390,581,33,190,12
INV0000750,2025-12-27,STOR0029,PROD00493,513,34,161,85
INV0000751,2025-12-20,STOR0044,PROD00219,158,43,179,71
INV0000752,2025-12-03,STOR0028,PROD00237,128,33,133,115
INV0000753,2025-12-16,STOR0055,PROD00097,760,21,83,16
INV0000754,2025-12-06,STOR0019,PROD00453,473,3,184,120
INV0000755,2025-12-12,STOR0056,PROD00092,278,25,183,87
INV0000756,2025-12-28,STOR0045,PROD00146,601,4,128,92
INV0000757,2025-12-20,STOR0048,PROD00312,784,1,156,11
INV0000758,2025-12-31,STOR0023,PROD00155,181,17,103,100
INV0000759,2025-12-18,STOR0052,PROD00448,417,37,188,106
INV0000760,2025-12-06,STOR0042,PROD00165,195,22,195,65
INV0000761,2025-12-12,STOR0028,PROD00414,261,33,172,84
INV0000762,2025-12-06,STOR0039,PROD00108,312,48,3,65
INV0000763,2025-12-22,STOR0055,PROD00091,591,43,63,47
INV0000764,2025-12-08,STOR0008,PROD00297,343,5,127,42
INV0000765,2025-12-18,STOR0011,PROD00400,555,13,157,49
INV0000766,2025-12-10,STOR0032,PROD00234,500,49,24,67
INV0000767,2026-01-01,STOR0048,PROD00437,435,31,62,27
INV0000768,2025-12-16,STOR0020,PROD00422,0,0,181,99
INV0000769,2025-12-23,STOR0042,PROD00141,229,9,186,38
INV0000770,2025-12-22,STOR0044,PROD00343,643,49,137,46
INV0000771,2025-12-05,STOR0001,PROD00019,724,23,181,65
INV0000772,2025-12-21,STOR0014,PROD00253,440,45,144,64
INV0000773,2025-12-26,STOR0038,PROD00081,327,10,179,49
INV0000774,2025-12-23,STOR0047,PROD00129,183,43,196,114
INV0000775,2025-12-13,STOR0042,PROD00096,555,4,128,62
INV0000776,2025-12-15,STOR0048,PROD00021,314,27,0,98
INV0000777,2025-12-06,STOR0009,PROD00126,772,47,8,40
INV0000778,2026-01-01,STOR0043,PROD00405,189,16,50,27
INV0000779,2025-12-18,STOR0017,PROD00094,32,19,26,115
INV0000780,2025-12-14,STOR0050,PROD00138,338,23,196,33
INV0000781,2025-12-16,STOR0013,PROD00260,44,3,30,119
INV0000782,2025-12-09,STOR0030,PROD00199,134,17,71,68
INV0000783,2025-12-03,STOR0011,PROD00125,46,42,154,23
INV0000784,2026-01-01,STOR0050,PROD00472,781,38,174,49
INV0000785,2025-12-22,STOR0051,PROD00458,789,19,157,30
INV0000786,2025-12-25,STOR0044,PROD00291,396,31,166,41
INV0000787,2025-12-02,STOR0038,PROD00343,56,35,96,83
INV0000788,2025-12-21,STOR0057,PROD00060,110,44,32,116
INV0000789,2025-12-12,STOR0012,PROD00279,687,40,108,50
INV0000790,2025-12-07,STOR0049,PROD00102,116,50,134,64
INV0000791,2025-12-03,STOR0040,PROD00023,576,5,147,80
INV0000792,2025-12-17,STOR0031,PROD00178,671,8,71,38
INV0000793,2025-12-21,STOR0041,PROD00276,302,31,133,44
INV0000794,2025-12-14,STOR0049,PROD00169,362,20,133,15
INV0000795,2025-12-24,STOR0036,PROD00016,124,18,62,26
INV0000796,2025-12-02,STOR0018,PROD00376,454,27,176,94
INV0000797,2025-12-20,STOR0055,PROD00001,744,15,153,115
INV0000798,2025-12-04,STOR0002,PROD00342,773,12,15,30
INV0000799,2025-12-23,STOR0055,PROD00089,289,7,77,56
INV0000800,2025-12-22,STOR0018,PROD00016,14,14,98,54
INV0000801,2025-12-02,STOR0052,PROD00243,37,19,127,35
INV0000802,2025-12-08,STOR0034,PROD00339,458,9,61,115
INV0000803,2025-12-15,STOR0040,PROD00431,144,25,52,41
INV0000804,2025-12-08,STOR0013,PROD00445,25,10,27,120
INV0000805,2025-12-13,STOR0017,PROD00276,7,1,6,110
INV0000806,2025-12-12,STOR0009,PROD00154,799,27,155,90
INV0000807,2025-12-10,STOR0006,PROD00496,493,28,132,20
INV0000808,2025-12-14,STOR0035,PROD00001,52,28,108,20
INV0000809,2025-12-08,STOR0058,PROD00492,47,37,200,41
INV0000810,2025-12-13,STOR0020,PROD00411,726,29,35,53
INV0000811,2025-12-07,STOR0050,PROD00129,282,20,111,48
INV0000812,2026-01-01,STOR0052,PROD00466,443,44,30,44
INV0000813,2025-12-06,STOR0045,PROD00254,460,29,119,66
INV0000814,2025-12-28,STOR0014,PROD00233,670,11,199,100
INV0000815,2025-12-20,STOR0012,PROD00258,222,50,125,71
INV0000816,2025-12-21,STOR0022,PROD00225,747,19,198,17
INV0000817,2025-12-18,STOR0042,PROD00366,774,6,162,120
INV0000818,2025-12-16,STOR0038,PROD00057,239,1,3,46
INV0000819,2025-12-13,STOR0060,PROD00315,618,35,84,41
INV0000820,2025-12-08,STOR0010,PROD00204,124,11,149,118
INV0000821,2025-12-18,STOR0011,PROD00160,415,3,5,116
INV0000822,2025-12-29,STOR0004,PROD00492,246,5,40,69
INV0000823,2025-12-06,STOR0053,PROD00178,607,17,42,101
INV0000824,2025-12-23,STOR0056,PROD00130,555,45,122,28
INV0000825,2025-12-15,STOR0032,PROD00123,488,48,195,66
INV0000826,2025-12-10,STOR0023,PROD00390,36,28,199,79
INV0000827,2025-12-09,STOR0003,PROD00492,535,23,128,108
INV0000828,2025-12-21,STOR0015,PROD00182,449,0,68,53
INV0000829,2026-01-01,STOR0023,PROD00323,54,47,23,12
INV0000830,2025-12-02,STOR0003,PROD00485,469,36,62,77
INV0000831,2025-12-26,STOR0006,PROD00331,347,18,0,90
INV0000832,2025-12-17,STOR0043,PROD00307,479,30,116,76
INV0000833,2025-12-13,STOR0028,PROD00017,591,10,185,55
INV0000834,2025-12-16,STOR0036,PROD00195,392,22,87,89
INV0000835,2025-12-24,STOR0003,PROD00156,517,39,179,61
INV0000836,2025-12-03,STOR0051,PROD00467,769,7,75,24
INV0000837,2025-12-24,STOR0041,PROD00089,57,0,49,96
INV0000838,2025-12-16,STOR0042,PROD00191,563,39,59,17
INV0000839,2025-12-31,STOR0002,PROD00449,548,13,71,100
INV0000840,2025-12-30,STOR0043,PROD00348,437,43,159,92
INV0000841,2025-12-20,STOR0044,PROD00344,403,37,175,74
INV0000842,2025-12-13,STOR0018,PROD00466,796,43,123,16
INV0000843,2025-12-20,STOR0012,PROD00011,560,3,112,66
