return_id,order_id,product_id,qty_returned,return_reason,return_status,refund_amount,returned_ts
RET000258,ORD0000303,PROD00210,1,DAMAGED_IN_TRANSIT,APPROVED,879.37,2025-12-16 04:16:00
RET000259,ORD0000135,PROD00083,3,SIZE_ISSUE,REJECTED,418.19,2025-09-18 06:28:00
RET000260,ORD0002872,PROD00163,2,FAULTY,APPROVED,530.34,2025-09-04 08:52:00
RET000261,ORD0003571,PROD00359,3,LATE_DELIVERY,APPROVED,819.54,2025-12-08 21:52:00
RET000262,ORD0003709,PROD00014,3,DAMAGED_IN_TRANSIT,PENDING,462.24,2025-09-07 08:31:00
RET000263,ORD0001944,PROD00390,1,SIZE_ISSUE,REJECTED,404.97,2025-09-17 01:18:00
RET000264,ORD0002461,PROD00357,3,CHANGE_OF_MIND,PENDING,823.4,2025-10-29 07:17:00
RET000265,ORD0004078,PROD00274,3,LATE_DELIVERY,APPROVED,155.97,2025-10-24 09:21:00
RET000266,ORD0002534,PROD00109,2,SIZE_ISSUE,APPROVED,332.03,2025-12-30 10:20:00
RET000267,ORD0002737,PROD00319,3,FAULTY,APPROVED,174.57,2025-07-01 03:38:00
RET000268,ORD0003843,PROD00173,1,LATE_DELIVERY,APPROVED,104.27,2025-08-03 10:21:00
RET000269,ORD0000415,PROD00497,3,SIZE_ISSUE,PENDING,260.27,2025-09-02 14:36:00
RET000270,ORD0002415,PROD00147,3,FAULTY,APPROVED,334.87,2025-11-26 01:52:00
RET000271,ORD0001705,PROD00414,1,SIZE_ISSUE,APPROVED,626.23,2025-12-09 10:31:00
RET000272,ORD0004224,PROD00163,3,SIZE_ISSUE,APPROVED,203.28,2025-12-01 16:41:00
RET000273,ORD0002729,PROD00496,3,DAMAGED_IN_TRANSIT,APPROVED,5.66,2025-12-19 23:28:00
RET000274,ORD0002975,PROD00496,1,SIZE_ISSUE,PENDING,833.87,2025-08-22 21:48:00
RET000275,ORD0001375,PROD00215,3,CHANGE_OF_MIND,APPROVED,516.11,2025-10-31 20:22:00
RET000276,ORD0002356,PROD00364,2,LATE_DELIVERY,APPROVED,483.07,2025-12-14 16:32:00
RET000277,ORD0003364,PROD00124,2,CHANGE_OF_MIND,APPROVED,873.15,2025-09-25 11:32:00
RET000278,ORD0000616,PROD00463,3,CHANGE_OF_MIND,APPROVED,877.18,2025-11-12 21:32:00
RET000279,ORD0001228,PROD00395,1,FAULTY,APPROVED,114.91,2025-11-29 13:13:00
RET000280,ORD0002610,PROD00033,2,LATE_DELIVERY,APPROVED,73.04,2025-09-09 10:22:00
RET000281,ORD0001134,PROD00317,1,DAMAGED_IN_TRANSIT,APPROVED,537.44,2025-12-24 04:50:00
RET000282,ORD0004445,PROD00223,3,LATE_DELIVERY,PENDING,726.91,2025-06-19 09:19:00
RET000283,ORD0004744,PROD00114,2,LATE_DELIVERY,REJECTED,556.47,2025-09-30 04:41:00
RET000284,ORD0002951,PROD00269,1,SIZE_ISSUE,APPROVED,171.0,2025-08-20 19:46:00
RET000285,ORD0001368,PROD00038,1,CHANGE_OF_MIND,APPROVED,479.56,2025-10-28 19:32:00
RET000286,ORD0003405,PROD00260,2,DAMAGED_IN_TRANSIT,APPROVED,138.9,2025-12-23 09:49:00
RET000287,ORD0000141,PROD00320,1,SIZE_ISSUE,REJECTED,716.85,2025-12-02 12:16:00
RET000288,ORD0004012,PROD00097,2,WRONG_ITEM,APPROVED,606.65,2025-09-13 10:49:00
RET000289,ORD0002076,PROD00169,2,CHANGE_OF_MIND,APPROVED,256.45,2025-07-20 07:21:00
RET000290,ORD0000867,PROD00424,1,DAMAGED_IN_TRANSIT,APPROVED,815.33,2025-06-27 13:21:00
RET000291,ORD0003962,PROD00072,1,LATE_DELIVERY,APPROVED,646.67,2025-07-06 17:25:00
RET000292,ORD0004424,PROD00413,1,WRONG_ITEM,APPROVED,375.58,2025-09-30 10:30:00
RET000293,ORD0003235,PROD00112,3,LATE_DELIVERY,APPROVED,71.19,2025-09-19 21:44:00
RET000294,ORD0004077,PROD00492,2,SIZE_ISSUE,REJECTED,442.41,2025-09-14 23:43:00
RET000295,ORD0002669,PROD00285,3,CHANGE_OF_MIND,REJECTED,364.51,2025-07-24 01:01:00
RET000296,ORD0002498,PROD00291,3,SIZE_ISSUE,PENDING,30.57,2025-08-18 07:19:00
RET000297,ORD0001195,PROD00413,2,WRONG_ITEM,APPROVED,157.15,2025-12-20 20:50:00
RET000298,ORD0000957,PROD00124,3,LATE_DELIVERY,REJECTED,828.61,2025-11-01 22:01:00
RET000299,ORD0004688,PROD00426,3,WRONG_ITEM,APPROVED,499.4,2025-09-02 08:32:00
RET000300,ORD0004362,PROD00350,3,SIZE_ISSUE,REJECTED,784.86,2025-07-05 03:19:00
RET000301,ORD0002747,PROD00041,1,DAMAGED_IN_TRANSIT,APPROVED,691.64,2025-11-11 07:33:00
RET000302,ORD0000321,PROD00358,1,CHANGE_OF_MIND,APPROVED,221.92,2025-07-09 15:01:00
RET000303,ORD0002440,PROD00112,1,CHANGE_OF_MIND,REJECTED,254.59,2025-12-31 16:34:00
RET000304,ORD0002150,PROD00068,1,WRONG_ITEM,REJECTED,136.16,2025-09-11 05:29:00
RET000305,ORD0004406,PROD00305,2,CHANGE_OF_MIND,REJECTED,276.28,2025-08-04 08:02:00
RET000306,ORD0002296,PROD00154,1,SIZE_ISSUE,PENDING,510.62,2025-09-26 19:09:00
RET000307,ORD0002966,PROD00423,2,FAULTY,REJECTED,510.98,2025-12-13 21:29:00
RET000308,ORD0003699,PROD00239,1,WRONG_ITEM,PENDING,63.88,2025-12-24 23:47:00
RET000309,ORD0001451,PROD00462,3,FAULTY,REJECTED,573.55,2025-12-29 21:01:00
RET000310,ORD0003092,PROD00027,1,WRONG_ITEM,APPROVED,139.43,2025-09-03 09:59:00
RET000311,ORD0001292,PROD00249,3,SIZE_ISSUE,APPROVED,157.01,2025-08-14 15:53:00
RET000312,ORD0004359,PROD00080,2,WRONG_ITEM,PENDING,891.64,2025-11-22 19:14:00
RET000313,ORD0004343,PROD00020,1,FAULTY,APPROVED,136.38,2025-09-17 21:04:00
RET000314,ORD0001752,PROD00148,1,DAMAGED_IN_TRANSIT,PENDING,586.13,2025-10-24 03:17:00
RET000315,ORD0001508,PROD00343,3,CHANGE_OF_MIND,PENDING,789.71,2025-12-29 16:49:00
RET000316,ORD0001885,PROD00251,2,CHANGE_OF_MIND,REJECTED,675.89,2025-09-15 23:13:00
RET000317,ORD0001624,PROD00356,3,WRONG_ITEM,APPROVED,492.89,2025-09-05 01:00:00
RET000318,ORD0001845,PROD00366,1,DAMAGED_IN_TRANSIT,APPROVED,29.99,2025-10-08 19:04:00
RET000319,ORD0001390,PROD00140,3,CHANGE_OF_MIND,PENDING,763.82,2025-08-31 23:04:00
RET000320,ORD0000994,PROD00482,3,CHANGE_OF_MIND,APPROVED,244.02,2025-08-19 03:02:00
RET000321,ORD0002221,PROD00170,2,WRONG_ITEM,APPROVED,484.09,2025-08-15 10:43:00
RET000322,ORD0003171,PROD00435,1,FAULTY,APPROVED,829.75,2025-08-31 20:09:00
RET000323,ORD0000196,PROD00279,1,SIZE_ISSUE,APPROVED,523.73,2025-06-18 23:27:00
RET000324,ORD0002140,PROD00205,2,CHANGE_OF_MIND,APPROVED,888.27,2025-12-11 20:01:00
RET000325,ORD0004877,PROD00169,2,LATE_DELIVERY,APPROVED,196.98,2025-10-18 17:13:00
RET000326,ORD0001973,PROD00175,3,LATE_DELIVERY,APPROVED,200.13,2025-09-24 03:01:00
RET000327,ORD0002530,PROD00152,1,FAULTY,APPROVED,293.62,2025-06-26 21:02:00
RET000328,ORD0001477,PROD00334,2,LATE_DELIVERY,APPROVED,412.63,2025-07-29 20:58:00
RET000329,ORD0001314,PROD00137,3,FAULTY,APPROVED,400.43,2025-06-26 22:38:00
RET000330,ORD0002387,PROD00262,2,FAULTY,APPROVED,559.11,2025-08-12 19:15:00
RET000331,ORD0001271,PROD00408,2,CHANGE_OF_MIND,APPROVED,638.02,2025-08-26 08:25:00
RET000332,ORD0002023,PROD00224,3,CHANGE_OF_MIND,APPROVED,785.74,2025-12-11 04:31:00
RET000333,ORD0003086,PROD00403,1,CHANGE_OF_MIND,PENDING,671.3,2025-07-11 03:48:00
RET000334,ORD0003506,PROD00150,2,SIZE_ISSUE,APPROVED,648.33,2025-10-09 23:45:00
RET000335,ORD0001331,PROD00287,2,WRONG_ITEM,APPROVED,287.98,2025-12-12 09:02:00
RET000336,ORD0000674,PROD00368,1,CHANGE_OF_MIND,APPROVED,274.49,2025-10-04 09:08:00
RET000337,ORD0002185,PROD00012,1,LATE_DELIVERY,APPROVED,837.56,2025-07-24 15:43:00
RET000338,ORD0003931,PROD00320,3,LATE_DELIVERY,REJECTED,834.51,2025-10-14 19:26:00
RET000339,ORD0003753,PROD00458,2,FAULTY,REJECTED,561.81,2025-10-03 02:10:00
RET000340,ORD0003749,PROD00319,3,LATE_DELIVERY,APPROVED,628.82,2025-12-07 09:49:00
RET000341,ORD0002362,PROD00354,1,SIZE_ISSUE,APPROVED,291.32,2025-11-02 13:14:00
RET000342,ORD0000021,PROD00328,3,SIZE_ISSUE,REJECTED,849.18,2025-07-25 05:53:00
RET000343,ORD0001889,PROD00482,1,LATE_DELIVERY,PENDING,446.85,2025-10-11 21:43:00
RET000344,ORD0003166,PROD00419,3,SIZE_ISSUE,APPROVED,604.71,2025-08-19 14:54:00
RET000345,ORD0002990,PROD00406,3,CHANGE_OF_MIND,REJECTED,827.34,2025-10-20 14:59:00
RET000346,ORD0003004,PROD00449,3,FAULTY,REJECTED,231.9,2025-09-21 21:52:00
RET000347,ORD0004223,PROD00272,3,SIZE_ISSUE,APPROVED,13.3,2025-11-12 03:05:00
RET000348,ORD0000564,PROD00425,3,LATE_DELIVERY,APPROVED,529.32,2025-08-27 22:02:00
RET000349,ORD0002021,PROD00314,3,SIZE_ISSUE,APPROVED,515.18,2025-11-05 20:47:00
RET000350,ORD0000585,PROD00148,3,SIZE_ISSUE,PENDING,145.51,2025-07-10 13:08:00
RET000351,ORD0002280,PROD00263,1,CHANGE_OF_MIND,APPROVED,156.62,2025-08-19 01:32:00
RET000352,ORD0003359,PROD00232,3,FAULTY,APPROVED,375.21,2025-10-19 21:00:00
RET000353,ORD0004066,PROD00104,3,WRONG_ITEM,APPROVED,727.37,2025-11-16 04:18:00
RET000354,ORD0001023,PROD00311,1,FAULTY,APPROVED,607.54,2025-11-12 19:12:00
RET000355,ORD0001141,PROD00151,3,LATE_DELIVERY,PENDING,848.4,2025-12-02 22:25:00
RET000356,ORD0002193,PROD00036,1,WRONG_ITEM,REJECTED,859.39,2025-07-12 09:15:00
RET000357,ORD0002697,PROD00104,2,FAULTY,APPROVED,739.29,2025-11-26 23:29:00
RET000358,ORD0001343,PROD00395,3,CHANGE_OF_MIND,APPROVED,720.39,2025-10-19 02:14:00
RET000359,ORD0000837,PROD00179,1,WRONG_ITEM,APPROVED,367.01,2025-06-18 15:47:00
RET000360,ORD0000282,PROD00139,2,FAULTY,APPROVED,445.99,2025-08-11 23:24:00
RET000361,ORD0000095,PROD00178,1,WRONG_ITEM,APPROVED,339.23,2025-12-13 04:20:00
RET000362,ORD0003272,PROD00431,2,DAMAGED_IN_TRANSIT,APPROVED,775.21,2025-12-31 18:26:00
RET000363,ORD0003747,PROD00175,2,WRONG_ITEM,REJECTED,576.64,2025-12-30 14:44:00
RET000364,ORD0001132,PROD00395,3,CHANGE_OF_MIND,PENDING,493.67,2025-12-22 17:31:00
RET000365,ORD0004438,PROD00103,3,CHANGE_OF_MIND,APPROVED,622.66,2025-10-16 01:45:00
RET000366,ORD0004979,PROD00444,1,SIZE_ISSUE,APPROVED,753.55,2025-12-11 06:49:00
RET000367,ORD0004997,PROD00364,1,FAULTY,APPROVED,513.99,2025-07-06 06:33:00
RET000368,ORD0002637,PROD00183,2,DAMAGED_IN_TRANSIT,APPROVED,157.85,2025-08-24 12:42:00
RET000369,ORD0004480,PROD00105,3,SIZE_ISSUE,REJECTED,748.19,2025-12-06 11:00:00
RET000370,ORD0003695,PROD00455,1,LATE_DELIVERY,PENDING,865.64,2025-10-19 16:37:00
RET000371,ORD0001398,PROD00230,3,CHANGE_OF_MIND,APPROVED,566.51,2025-09-19 00:27:00
RET000372,ORD0003284,PROD00346,3,LATE_DELIVERY,APPROVED,488.21,2025-12-01 13:33:00
RET000373,ORD0001297,PROD00094,2,FAULTY,APPROVED,794.25,2025-07-16 10:50:00
RET000374,ORD0001792,PROD00139,2,FAULTY,APPROVED,128.8,2025-12-23 13:06:00
RET000375,ORD0002081,PROD00196,1,WRONG_ITEM,APPROVED,603.04,2025-09-02 12:32:00
RET000376,ORD0000302,PROD00033,2,SIZE_ISSUE,REJECTED,870.44,2025-11-11 16:52:00
RET000377,ORD0001298,PROD00401,3,DAMAGED_IN_TRANSIT,PENDING,451.53,2025-10-31 22:03:00
RET000378,ORD0001247,PROD00399,3,LATE_DELIVERY,REJECTED,730.62,2025-07-03 03:35:00
RET000379,ORD0003889,PROD00001,3,LATE_DELIVERY,PENDING,815.63,2025-09-26 07:23:00
RET000380,ORD0003556,PROD00155,1,FAULTY,APPROVED,253.74,2025-11-27 12:01:00
RET000381,ORD0004437,PROD00121,3,LATE_DELIVERY,PENDING,377.25,2025-11-27 09:11:00
RET000382,ORD0000199,PROD00021,2,LATE_DELIVERY,APPROVED,471.76,2025-08-04 23:30:00
RET000383,ORD0000711,PROD00400,2,DAMAGED_IN_TRANSIT,PENDING,678.6,2025-11-07 16:43:00
RET000384,ORD0000295,PROD00482,3,FAULTY,APPROVED,524.3,2025-10-06 05:18:00
RET000385,ORD0002497,PROD00032,2,CHANGE_OF_MIND,APPROVED,10.48,2025-09-30 10:26:00
RET000386,ORD0003967,PROD00423,3,LATE_DELIVERY,APPROVED,771.81,2025-10-07 15:09:00
RET000387,ORD0000324,PROD00486,2,WRONG_ITEM,APPROVED,279.26,2025-12-29 07:26:00
RET000388,ORD0001674,PROD00395,2,WRONG_ITEM,PENDING,631.44,2025-12-24 19:17:00
RET000389,ORD0002560,PROD00427,1,LATE_DELIVERY,APPROVED,219.65,2025-12-10 19:04:00
RET000390,ORD0003720,PROD00254,2,DAMAGED_IN_TRANSIT,APPROVED,884.7,2025-10-15 14:54:00
RET000391,ORD0002171,PROD00261,1,FAULTY,REJECTED,78.89,2025-07-21 15:53:00
RET000392,ORD0004685,PROD00205,1,WRONG_ITEM,APPROVED,841.68,2025-11-15 01:52:00
RET000393,ORD0000661,PROD00485,1,SIZE_ISSUE,REJECTED,37.62,2025-08-04 07:07:00
RET000394,ORD0003055,PROD00338,1,CHANGE_OF_MIND,APPROVED,674.45,2025-11-03 08:06:00
RET000395,ORD0000468,PROD00192,1,FAULTY,REJECTED,456.17,2025-08-22 10:17:00
RET000396,ORD0003268,PROD00477,1,CHANGE_OF_MIND,APPROVED,583.35,2025-09-25 22:21:00
RET000397,ORD0001360,PROD00357,1,WRONG_ITEM,APPROVED,653.88,2025-12-16 00:32:00
RET000398,ORD0002377,PROD00348,3,LATE_DELIVERY,APPROVED,744.8,2025-12-05 23:22:00
RET000399,ORD0003081,PROD00277,1,WRONG_ITEM,APPROVED,418.76,2025-09-11 21:54:00
RET000400,ORD0004269,PROD00393,2,WRONG_ITEM,PENDING,96.11,2025-12-30 02:07:00
RET000401,ORD0002708,PROD00254,3,LATE_DELIVERY,APPROVED,588.48,2025-07-10 00:10:00
RET000402,ORD0004532,PROD00484,2,WRONG_ITEM,PENDING,892.48,2025-06-26 14:39:00
RET000403,ORD0000973,PROD00125,1,LATE_DELIVERY,PENDING,719.42,2025-11-26 15:18:00
RET000404,ORD0001132,PROD00288,2,CHANGE_OF_MIND,PENDING,503.18,2025-12-16 00:02:00
RET000405,ORD0000258,PROD00494,2,WRONG_ITEM,APPROVED,490.28,2025-09-16 17:07:00
RET000406,ORD0000421,PROD00312,2,DAMAGED_IN_TRANSIT,PENDING,377.78,2025-08-14 01:53:00
RET000407,ORD0000294,PROD00017,3,WRONG_ITEM,PENDING,569.53,2025-07-13 18:02:00
RET000408,ORD0004851,PROD00359,1,DAMAGED_IN_TRANSIT,APPROVED,282.6,2025-11-01 18:12:00
RET000409,ORD0001323,PROD00492,3,DAMAGED_IN_TRANSIT,APPROVED,273.94,2025-09-23 21:08:00
RET000410,ORD0001639,PROD00453,1,LATE_DELIVERY,APPROVED,623.18,2025-11-04 07:07:00
RET000411,ORD0002146,PROD00389,3,FAULTY,REJECTED,424.24,2025-11-25 04:15:00
RET000412,ORD0000386,PROD00441,1,FAULTY,PENDING,594.8,2025-10-03 05:16:00
RET000413,ORD0003281,PROD00353,1,CHANGE_OF_MIND,PENDING,695.03,2025-10-12 23:11:00
RET000414,ORD0004704,PROD00443,2,DAMAGED_IN_TRANSIT,APPROVED,315.24,2025-09-08 09:51:00
RET000415,ORD0003876,PROD00029,2,WRONG_ITEM,REJECTED,761.65,2025-09-07 10:35:00
RET000416,ORD0000699,PROD00231,1,FAULTY,PENDING,208.61,2025-10-08 10:17:00
RET000417,ORD0004915,PROD00477,1,LATE_DELIVERY,APPROVED,162.57,2025-08-03 00:24:00
RET000418,ORD0003119,PROD00014,3,CHANGE_OF_MIND,PENDING,196.76,2025-08-03 21:57:00
RET000419,ORD0001722,PROD00134,1,WRONG_ITEM,APPROVED,254.25,2025-09-21 07:11:00
RET000420,ORD0001133,PROD00192,3,LATE_DELIVERY,APPROVED,523.85,2025-10-26 23:28:00
