order_id,customer_id,store_id,channel,order_ts,order_status,fulfilment_type,shipping_fee
ORD0000592,CUST000443,STOR0005,B2B,2025-11-17 22:38:00,PENDING,STANDARD,12.71
ORD0000593,CUST000354,STOR0052,MARKETPLACE,2025-10-01 15:57:00,COMPLETED,EXPRESS,21.66
ORD0000594,CUST000283,STOR0011,B2B,2025-10-21 03:32:00,COMPLETED,STANDARD,1.35
ORD0000595,CUST000604,STOR0035,STORE,2025-09-24 06:39:00,COMPLETED,STANDARD,16.56
ORD0000596,CUST000182,STOR0018,MARKETPLACE,2025-06-14 01:16:00,CANCELLED,EXPRESS,16.37
ORD0000597,CUST001075,STOR0048,ONLINE,2025-11-09 04:59:00,COMPLETED,EXPRESS,24.35
ORD0000598,CUST000402,STOR0045,ONLINE,2025-08-06 18:38:00,COMPLETED,CLICK_COLLECT,15.68
ORD0000599,CUST000426,STOR0004,MARKETPLACE,2025-05-09 04:02:00,COMPLETED,STANDARD,21.31
ORD0000600,CUST001020,STOR0023,STORE,2025-06-08 22:28:00,COMPLETED,STANDARD,9.32
ORD0000601,CUST000268,STOR0033,ONLINE,2025-06-24 01:57:00,CANCELLED,EXPRESS,22.16
ORD0000602,CUST000404,STOR0001,ONLINE,2025-08-18 08:25:00,COMPLETED,CLICK_COLLECT,19.83
ORD0000603,CUST000942,STOR0023,B2B,2025-07-04 14:29:00,PENDING,STANDARD,15.28
ORD0000604,CUST000146,STOR0044,ONLINE,2025-07-02 04:49:00,COMPLETED,CLICK_COLLECT,2.24
ORD0000605,CUST000152,STOR0031,MARKETPLACE,2025-10-27 21:47:00,CANCELLED,CLICK_COLLECT,1.02
ORD0000606,CUST001088,STOR0014,ONLINE,2025-06-15 18:47:00,COMPLETED,EXPRESS,6.2
ORD0000607,CUST000566,STOR0005,B2B,2025-11-11 17:52:00,CANCELLED,STANDARD,3.77
ORD0000608,CUST000860,STOR0032,ONLINE,2025-05-26 06:07:00,PENDING,STANDARD,9.17
ORD0000609,CUST000856,STOR0054,B2B,2025-09-25 11:53:00,CANCELLED,STANDARD,9.58
ORD0000610,CUST000314,STOR0006,B2B,2025-11-01 12:59:00,COMPLETED,EXPRESS,1.51
ORD0000611,CUST000522,STOR0020,ONLINE,2025-10-01 09:49:00,CANCELLED,EXPRESS,9.79
ORD0000612,CUST000387,STOR0046,STORE,2025-06-25 21:19:00,PENDING,EXPRESS,8.59
ORD0000613,CUST000772,STOR0011,B2B,2025-07-22 20:38:00,COMPLETED,STANDARD,21.16
ORD0000614,CUST000241,STOR0006,MARKETPLACE,2025-08-12 04:27:00,COMPLETED,EXPRESS,5.41
ORD0000615,CUST000704,STOR0042,MARKETPLACE,2025-08-19 21:08:00,COMPLETED,CLICK_COLLECT,3.78
ORD0000616,CUST001052,STOR0041,ONLINE,2025-10-26 16:54:00,PENDING,CLICK_COLLECT,12.32
ORD0000617,CUST000201,STOR0048,B2B,2025-10-05 21:39:00,COMPLETED,CLICK_COLLECT,6.0
ORD0000618,CUST001170,STOR0044,B2B,2025-07-24 22:05:00,COMPLETED,STANDARD,5.03
ORD0000619,CUST000275,STOR0047,MARKETPLACE,2025-07-31 07:56:00,CANCELLED,STANDARD,22.22
ORD0000620,CUST001089,STOR0016,STORE,2025-10-23 01:23:00,COMPLETED,EXPRESS,23.73
ORD0000621,CUST000494,STOR0005,ONLINE,2025-11-30 01:51:00,COMPLETED,CLICK_COLLECT,13.23
ORD0000622,CUST000547,STOR0024,B2B,2025-08-17 00:23:00,CANCELLED,CLICK_COLLECT,14.09
ORD0000623,CUST000929,STOR0026,MARKETPLACE,2025-07-13 15:21:00,COMPLETED,STANDARD,9.01
ORD0000624,CUST001156,STOR0031,MARKETPLACE,2025-07-06 13:23:00,CANCELLED,EXPRESS,23.28
ORD0000625,CUST000131,STOR0028,STORE,2025-10-05 16:24:00,COMPLETED,STANDARD,1.98
ORD0000626,CUST000046,STOR0035,ONLINE,2025-08-01 09:23:00,PENDING,EXPRESS,23.13
ORD0000627,CUST000628,STOR0033,ONLINE,2025-12-31 19:58:00,COMPLETED,STANDARD,19.01
ORD0000628,CUST000761,STOR0037,B2B,2025-10-05 04:20:00,CANCELLED,EXPRESS,21.11
ORD0000629,CUST000491,STOR0001,B2B,2025-06-21 03:54:00,COMPLETED,STANDARD,5.99
ORD0000630,CUST000244,STOR0018,STORE,2025-11-20 22:37:00,CANCELLED,STANDARD,23.33
ORD0000631,CUST000543,STOR0042,STORE,2025-07-18 01:42:00,COMPLETED,STANDARD,23.52
ORD0000632,CUST000649,STOR0057,MARKETPLACE,2025-12-01 03:19:00,COMPLETED,CLICK_COLLECT,20.24
ORD0000633,CUST999999,STOR0043,B2B,2025-08-29 18:26:00,COMPLETED,STANDARD,24.03
ORD0000634,CUST001094,STOR0042,ONLINE,2025-10-27 00:01:00,CANCELLED,CLICK_COLLECT,20.55
ORD0000635,CUST000247,STOR0006,MARKETPLACE,2025-12-27 05:09:00,PENDING,EXPRESS,2.31
ORD0000636,CUST000652,STOR0011,STORE,2025-12-30 17:17:00,COMPLETED,CLICK_COLLECT,6.98
ORD0000637,CUST001036,STOR0052,B2B,2025-12-21 05:27:00,COMPLETED,EXPRESS,21.1
ORD0000638,CUST000100,STOR0008,B2B,2025-10-19 21:31:00,COMPLETED,CLICK_COLLECT,24.12
ORD0000639,CUST000052,STOR0045,B2B,2025-12-14 20:59:00,COMPLETED,CLICK_COLLECT,20.51
ORD0000640,CUST000928,STOR0009,B2B,2025-07-01 14:29:00,CANCELLED,CLICK_COLLECT,8.1
ORD0000641,CUST000007,STOR0008,MARKETPLACE,2025-06-23 06:29:00,COMPLETED,CLICK_COLLECT,20.69
ORD0000642,CUST000732,STOR0053,STORE,2025-12-28 20:44:00,CANCELLED,CLICK_COLLECT,1.57
ORD0000643,CUST001064,STOR0043,ONLINE,2025-12-29 11:20:00,COMPLETED,STANDARD,23.02
ORD0000644,CUST000263,STOR0005,MARKETPLACE,2025-09-06 21:11:00,COMPLETED,EXPRESS,11.58
ORD0000645,CUST000872,STOR0002,MARKETPLACE,2025-12-08 06:07:00,COMPLETED,CLICK_COLLECT,17.31
ORD0000646,CUST000816,STOR0034,ONLINE,2025-06-06 06:48:00,CANCELLED,STANDARD,22.71
ORD0000647,CUST000775,STOR0040,MARKETPLACE,2025-06-25 03:12:00,COMPLETED,CLICK_COLLECT,3.85
ORD0000648,CUST000055,STOR0039,STORE,2025-11-20 12:11:00,PENDING,CLICK_COLLECT,15.78
ORD0000649,CUST000262,STOR0047,MARKETPLACE,2025-09-07 07:22:00,PENDING,EXPRESS,20.68
ORD0000650,CUST000437,STOR0059,STORE,2025-12-12 21:43:00,COMPLETED,STANDARD,3.77
ORD0000651,CUST000390,STOR0058,STORE,2025-10-30 14:14:00,COMPLETED,EXPRESS,9.09
ORD0000652,CUST000455,STOR0051,MARKETPLACE,2025-09-04 22:44:00,COMPLETED,STANDARD,5.67
ORD0000653,CUST000717,STOR0003,B2B,2025-08-23 02:32:00,CANCELLED,STANDARD,22.68
ORD0000654,CUST001048,STOR0012,B2B,2025-09-24 14:02:00,PENDING,EXPRESS,19.7
ORD0000655,CUST000325,STOR0054,STORE,2025-06-05 16:51:00,CANCELLED,STANDARD,2.47
ORD0000656,CUST000812,STOR0007,MARKETPLACE,2025-09-08 03:09:00,PENDING,STANDARD,22.32
ORD0000657,CUST000375,STOR0046,ONLINE,2025-09-25 21:35:00,CANCELLED,CLICK_COLLECT,19.84
ORD0000658,CUST000537,STOR0035,MARKETPLACE,2025-10-14 13:59:00,CANCELLED,EXPRESS,5.01
ORD0000659,CUST000298,STOR0014,STORE,2025-08-27 08:08:00,COMPLETED,STANDARD,23.81
ORD0000660,CUST000035,STOR0041,ONLINE,2025-12-27 22:32:00,PENDING,EXPRESS,6.34
ORD0000661,CUST001160,STOR0010,STORE,2025-06-14 11:35:00,COMPLETED,CLICK_COLLECT,23.96
ORD0000662,CUST000375,STOR0053,MARKETPLACE,2025-08-17 01:24:00,COMPLETED,EXPRESS,16.4
ORD0000663,CUST000981,STOR0056,STORE,2025-12-22 12:15:00,COMPLETED,CLICK_COLLECT,2.87
ORD0000664,CUST001008,STOR0018,ONLINE,2025-05-20 08:25:00,COMPLETED,STANDARD,12.14
ORD0000665,CUST001145,STOR0020,ONLINE,2025-07-25 07:54:00,PENDING,EXPRESS,3.71
ORD0000666,CUST000451,STOR0050,B2B,2025-12-19 21:04:00,COMPLETED,EXPRESS,16.53
ORD0000667,CUST000818,STOR0015,B2B,2025-09-13 09:42:00,COMPLETED,EXPRESS,1.58
ORD0000668,CUST000976,STOR0003,MARKETPLACE,2025-11-09 08:50:00,COMPLETED,EXPRESS,14.22
ORD0000669,CUST000138,STOR0024,ONLINE,2025-11-26 05:59:00,CANCELLED,CLICK_COLLECT,6.69
ORD0000670,CUST000701,STOR0022,B2B,2025-05-25 18:49:00,COMPLETED,STANDARD,14.24
ORD0000671,CUST000770,STOR0038,STORE,2025-10-24 02:36:00,PENDING,EXPRESS,11.27
ORD0000672,CUST000379,STOR0004,B2B,2025-09-10 11:51:00,COMPLETED,STANDARD,0.45
ORD0000673,CUST000031,STOR0005,B2B,2025-06-18 13:10:00,COMPLETED,STANDARD,18.22
ORD0000674,CUST000151,STOR0013,STORE,2025-05-28 04:19:00,CANCELLED,CLICK_COLLECT,10.09
ORD0000675,CUST000930,STOR0026,ONLINE,2025-09-19 18:41:00,PENDING,CLICK_COLLECT,11.86
ORD0000676,CUST001005,STOR0058,B2B,2025-05-24 05:27:00,COMPLETED,STANDARD,19.95
ORD0000677,CUST000897,STOR0042,B2B,2025-11-19 05:08:00,COMPLETED,EXPRESS,23.98
ORD0000678,CUST001096,STOR0040,B2B,2025-10-31 18:33:00,PENDING,EXPRESS,8.81
ORD0000679,CUST000426,STOR0041,MARKETPLACE,2025-12-07 20:59:00,COMPLETED,STANDARD,15.07
ORD0000680,CUST000633,STOR0013,ONLINE,2025-10-14 12:21:00,PENDING,CLICK_COLLECT,18.13
ORD0000681,CUST000373,STOR0015,ONLINE,2025-10-01 20:21:00,COMPLETED,STANDARD,3.96
ORD0000682,CUST000049,STOR0050,MARKETPLACE,2025-10-03 02:22:00,CANCELLED,EXPRESS,6.81
ORD0000683,CUST000935,STOR0052,MARKETPLACE,2025-07-17 18:40:00,CANCELLED,STANDARD,17.77
ORD0000684,CUST001150,STOR0030,B2B,2025-05-06 04:26:00,COMPLETED,EXPRESS,13.62
ORD0000685,CUST000822,STOR0020,B2B,2025-11-17 13:31:00,PENDING,EXPRESS,23.08
ORD0000686,CUST000413,STOR0025,MARKETPLACE,2025-12-18 02:26:00,CANCELLED,CLICK_COLLECT,24.77
ORD0000687,CUST000048,STOR0027,STORE,2025-07-10 10:02:00,COMPLETED,EXPRESS,17.48
ORD0000688,CUST000791,STOR0018,B2B,2025-09-03 06:02:00,PENDING,STANDARD,24.07
ORD0000689,CUST001159,STOR0042,MARKETPLACE,2025-08-26 02:07:00,COMPLETED,CLICK_COLLECT,17.4
ORD0000690,CUST000102,STOR0045,MARKETPLACE,2025-07-02 10:13:00,PENDING,EXPRESS,17.98
ORD0000691,CUST000226,STOR0011,STORE,2025-06-20 11:22:00,CANCELLED,EXPRESS,16.86
ORD0000692,CUST000161,STOR0055,MARKETPLACE,2025-08-23 09:15:00,PENDING,EXPRESS,22.9
ORD0000693,CUST001168,STOR0049,MARKETPLACE,2025-10-11 17:53:00,PENDING,EXPRESS,8.72
ORD0000694,CUST000891,STOR0016,MARKETPLACE,2025-07-17 13:42:00,COMPLETED,EXPRESS,21.87
ORD0000695,CUST000454,STOR0020,MARKETPLACE,2025-12-28 09:47:00,COMPLETED,EXPRESS,15.3
ORD0000696,CUST000501,STOR0049,STORE,2025-08-15 18:59:00,COMPLETED,EXPRESS,14.46
ORD0000697,CUST000553,STOR0057,B2B,2025-07-17 07:36:00,COMPLETED,STANDARD,13.15
ORD0000698,CUST001150,STOR0011,STORE,2025-10-26 21:44:00,COMPLETED,STANDARD,14.83
ORD0000699,CUST000977,STOR0047,STORE,2025-09-11 13:08:00,PENDING,CLICK_COLLECT,20.44
ORD0000700,CUST000553,STOR0007,STORE,2025-10-17 16:37:00,COMPLETED,STANDARD,24.18
ORD0000701,CUST000265,STOR0004,STORE,2025-12-20 18:28:00,COMPLETED,EXPRESS,19.04
ORD0000702,CUST001063,STOR0023,STORE,2025-09-05 10:19:00,COMPLETED,CLICK_COLLECT,17.74
ORD0000703,CUST000968,STOR0052,STORE,2025-08-19 11:21:00,COMPLETED,STANDARD,6.11
ORD0000704,CUST001161,STOR0028,MARKETPLACE,2025-05-16 09:17:00,CANCELLED,STANDARD,3.71
ORD0000705,CUST000112,STOR0053,ONLINE,2025-10-09 07:36:00,COMPLETED,CLICK_COLLECT,21.87
ORD0000706,CUST000236,STOR0014,B2B,2025-06-02 04:49:00,COMPLETED,EXPRESS,21.61
ORD0000707,CUST000803,STOR0013,MARKETPLACE,2025-09-18 22:38:00,PENDING,EXPRESS,15.7
ORD0000708,CUST001138,STOR0028,ONLINE,2025-12-06 15:00:00,PENDING,CLICK_COLLECT,5.46
ORD0000709,CUST000739,STOR0036,MARKETPLACE,2025-05-23 08:45:00,COMPLETED,EXPRESS,17.39
ORD0000710,CUST000174,STOR0005,STORE,2025-08-15 12:14:00,PENDING,CLICK_COLLECT,9.27
ORD0000711,CUST000376,STOR0013,B2B,2025-12-18 06:18:00,COMPLETED,CLICK_COLLECT,18.52
ORD0000712,CUST000635,STOR0030,MARKETPLACE,2025-05-14 07:12:00,COMPLETED,EXPRESS,10.16
ORD0000713,CUST000617,STOR0015,B2B,2025-10-20 03:01:00,PENDING,EXPRESS,12.61
ORD0000714,CUST000812,STOR0051,ONLINE,2025-10-30 21:51:00,COMPLETED,CLICK_COLLECT,19.79
ORD0000715,CUST000289,STOR0037,MARKETPLACE,2025-10-19 10:45:00,CANCELLED,CLICK_COLLECT,23.98
ORD0000716,CUST000998,STOR0029,MARKETPLACE,2025-06-14 20:05:00,COMPLETED,EXPRESS,6.59
ORD0000717,CUST000653,STOR0004,STORE,2025-05-15 09:13:00,COMPLETED,CLICK_COLLECT,19.85
ORD0000718,CUST000335,STOR0011,MARKETPLACE,2025-12-05 11:03:00,CANCELLED,EXPRESS,8.46
ORD0000719,CUST000327,STOR0013,STORE,2025-08-28 10:46:00,COMPLETED,CLICK_COLLECT,24.85
ORD0000720,CUST000280,STOR0002,STORE,2025-10-12 07:00:00,COMPLETED,EXPRESS,14.34
ORD0000721,CUST000021,STOR0015,ONLINE,2025-06-02 06:13:00,COMPLETED,STANDARD,6.34
ORD0000722,CUST000252,STOR0043,B2B,2025-09-02 14:04:00,CANCELLED,EXPRESS,23.32
ORD0000723,CUST000875,STOR0010,B2B,2025-05-08 14:54:00,PENDING,CLICK_COLLECT,8.68
ORD0000724,CUST000117,STOR0012,MARKETPLACE,2025-11-30 10:15:00,COMPLETED,STANDARD,1.4
ORD0000725,CUST000473,STOR0048,MARKETPLACE,2025-12-23 05:58:00,CANCELLED,STANDARD,5.87
ORD0000726,CUST000270,STOR0003,STORE,2025-06-30 08:45:00,PENDING,EXPRESS,11.46
ORD0000727,CUST000034,STOR0006,B2B,2025-11-26 18:51:00,COMPLETED,STANDARD,16.55
ORD0000728,CUST000765,STOR0004,B2B,2025-06-08 09:03:00,CANCELLED,EXPRESS,16.51
ORD0000729,CUST000209,STOR0054,B2B,2025-09-22 14:46:00,CANCELLED,EXPRESS,20.62
ORD0000730,CUST000375,STOR0060,MARKETPLACE,2025-08-19 03:39:00,COMPLETED,EXPRESS,8.99
ORD0000731,CUST000903,STOR0010,B2B,2025-09-21 07:34:00,COMPLETED,EXPRESS,12.64
ORD0000732,CUST000319,STOR0021,ONLINE,2025-12-30 02:11:00,PENDING,CLICK_COLLECT,8.58
ORD0000733,CUST000522,STOR0059,STORE,2025-08-14 17:18:00,COMPLETED,EXPRESS,6.23
ORD0000734,CUST000157,STOR0051,STORE,2025-06-23 14:36:00,COMPLETED,STANDARD,2.11
ORD0000735,CUST000938,STOR0033,ONLINE,2025-05-18 03:33:00,COMPLETED,CLICK_COLLECT,8.67
ORD0000736,CUST000103,STOR0043,ONLINE,2025-10-29 17:26:00,CANCELLED,STANDARD,21.57
ORD0000737,CUST000074,STOR0052,STORE,2025-09-07 09:44:00,PENDING,STANDARD,8.81
ORD0000738,CUST000516,STOR0045,MARKETPLACE,2025-10-03 19:39:00,COMPLETED,CLICK_COLLECT,7.96
ORD0000739,CUST000209,STOR0012,STORE,2025-12-18 03:31:00,COMPLETED,EXPRESS,23.63
ORD0000740,CUST000452,STOR0036,B2B,2025-11-13 08:15:00,COMPLETED,STANDARD,0.54
ORD0000741,CUST000296,STOR0008,B2B,2025-12-11 09:09:00,COMPLETED,EXPRESS,16.98
ORD0000742,CUST000784,STOR0055,STORE,2025-10-28 08:37:00,COMPLETED,CLICK_COLLECT,18.4
ORD0000743,CUST000401,STOR0013,MARKETPLACE,2025-10-30 17:52:00,COMPLETED,EXPRESS,11.07
ORD0000744,CUST001029,STOR0054,B2B,2025-12-23 00:19:00,PENDING,CLICK_COLLECT,14.5
ORD0000745,CUST000952,STOR0002,STORE,2025-07-29 00:17:00,COMPLETED,EXPRESS,15.35
ORD0000746,CUST000716,STOR0005,MARKETPLACE,2025-08-10 16:43:00,COMPLETED,CLICK_COLLECT,11.2
ORD0000747,CUST000373,STOR0026,B2B,2025-07-10 19:44:00,COMPLETED,STANDARD,23.69
ORD0000748,CUST000849,STOR0015,MARKETPLACE,2025-10-06 23:20:00,COMPLETED,EXPRESS,23.03
ORD0000749,CUST000350,STOR0011,MARKETPLACE,2025-09-04 10:50:00,PENDING,STANDARD,0.44
ORD0000750,CUST001112,STOR0006,STORE,2025-05-26 12:22:00,PENDING,STANDARD,0.69
ORD0000751,CUST000323,STOR0010,MARKETPLACE,2025-08-08 18:46:00,COMPLETED,STANDARD,8.06
ORD0000752,CUST000087,STOR0010,MARKETPLACE,2025-12-13 13:13:00,COMPLETED,CLICK_COLLECT,17.53
ORD0000753,CUST000501,STOR0030,STORE,2025-08-16 07:27:00,CANCELLED,STANDARD,20.67
ORD0000754,CUST000369,STOR0003,B2B,2025-11-07 09:42:00,CANCELLED,STANDARD,8.38
ORD0000755,CUST000056,STOR0042,MARKETPLACE,2025-07-11 19:32:00,COMPLETED,STANDARD,5.12
ORD0000756,CUST001103,STOR0049,ONLINE,2025-06-02 07:41:00,COMPLETED,EXPRESS,14.35
ORD0000757,CUST000322,STOR0005,ONLINE,2025-12-10 07:45:00,COMPLETED,STANDARD,2.36
ORD0000758,CUST000157,STOR0024,MARKETPLACE,2025-12-04 05:50:00,PENDING,CLICK_COLLECT,22.79
ORD0000759,CUST001103,STOR0010,B2B,2025-06-03 22:23:00,PENDING,EXPRESS,13.39
ORD0000760,CUST000018,STOR0007,ONLINE,2025-08-16 09:57:00,PENDING,EXPRESS,6.55
ORD0000761,CUST000634,STOR0020,STORE,2025-09-20 01:24:00,COMPLETED,STANDARD,19.87
ORD0000762,CUST001030,STOR0059,B2B,2025-06-20 18:59:00,CANCELLED,CLICK_COLLECT,13.11
ORD0000763,CUST000671,STOR0050,B2B,2025-07-07 10:33:00,CANCELLED,EXPRESS,23.64
ORD0000764,CUST000244,STOR0039,B2B,2025-08-16 23:19:00,COMPLETED,STANDARD,7.4
ORD0000765,CUST000289,STOR0046,B2B,2025-06-21 03:39:00,COMPLETED,STANDARD,1.88
ORD0000766,CUST000131,STOR0003,MARKETPLACE,2025-06-21 00:19:00,COMPLETED,CLICK_COLLECT,6.32
ORD0000767,CUST000995,STOR0033,ONLINE,2025-06-30 03:18:00,COMPLETED,EXPRESS,21.57
ORD0000768,CUST000833,STOR0038,MARKETPLACE,2025-08-28 04:52:00,PENDING,CLICK_COLLECT,13.17
ORD0000769,CUST000408,STOR0008,ONLINE,2025-10-19 05:32:00,COMPLETED,STANDARD,21.88
ORD0000770,CUST000345,STOR0046,ONLINE,2025-08-22 13:01:00,COMPLETED,STANDARD,8.7
ORD0000771,CUST001105,STOR0022,STORE,2025-06-25 23:10:00,PENDING,EXPRESS,4.71
ORD0000772,CUST000096,STOR0021,STORE,2025-05-30 00:20:00,COMPLETED,STANDARD,22.16
ORD0000773,CUST000004,STOR0060,MARKETPLACE,2025-12-22 07:35:00,PENDING,CLICK_COLLECT,4.05
ORD0000774,CUST001157,STOR0050,ONLINE,2025-08-20 19:10:00,COMPLETED,EXPRESS,9.95
ORD0000775,CUST000937,STOR0049,B2B,2025-10-31 13:10:00,COMPLETED,STANDARD,4.43
ORD0000776,CUST001028,STOR0040,B2B,2025-09-25 06:56:00,COMPLETED,STANDARD,20.36
ORD0000777,CUST001036,STOR0022,ONLINE,2025-08-18 23:05:00,PENDING,EXPRESS,4.43
ORD0000778,CUST000889,STOR0036,MARKETPLACE,2025-08-30 03:15:00,COMPLETED,STANDARD,24.33
ORD0000779,CUST001036,STOR0051,STORE,2025-06-23 04:42:00,COMPLETED,STANDARD,17.92
ORD0000780,CUST001108,STOR0055,STORE,2025-06-14 03:43:00,COMPLETED,STANDARD,11.53
ORD0000781,CUST000130,STOR0034,B2B,2025-10-06 23:54:00,COMPLETED,CLICK_COLLECT,23.45
ORD0000782,CUST000832,STOR0058,B2B,2025-11-10 22:01:00,CANCELLED,EXPRESS,2.37
ORD0000783,CUST000759,STOR0053,STORE,2025-05-17 13:48:00,COMPLETED,CLICK_COLLECT,22.47
ORD0000784,CUST000546,STOR0016,ONLINE,2025-09-20 16:06:00,PENDING,STANDARD,11.68
ORD0000785,CUST000944,STOR0059,ONLINE,2025-08-27 13:07:00,COMPLETED,CLICK_COLLECT,10.47
ORD0000786,CUST000506,STOR0035,MARKETPLACE,2025-12-10 17:41:00,COMPLETED,CLICK_COLLECT,12.44
ORD0000787,CUST000309,STOR0045,B2B,2025-11-10 21:01:00,CANCELLED,EXPRESS,17.4
ORD0000788,CUST000788,STOR0049,STORE,2025-12-02 12:34:00,PENDING,EXPRESS,14.37
ORD0000789,CUST000918,STOR0014,MARKETPLACE,2025-05-30 04:20:00,PENDING,CLICK_COLLECT,14.83
ORD0000790,CUST000668,STOR0015,MARKETPLACE,2025-12-20 05:21:00,CANCELLED,CLICK_COLLECT,15.91
ORD0000791,CUST000611,STOR0057,STORE,2025-11-17 14:47:00,PENDING,CLICK_COLLECT,0.56
ORD0000792,CUST000293,STOR0049,B2B,2025-07-13 20:30:00,CANCELLED,CLICK_COLLECT,24.71
ORD0000793,CUST000897,STOR0037,B2B,2025-07-22 02:48:00,CANCELLED,STANDARD,14.06
ORD0000794,CUST000629,STOR0044,B2B,2025-09-24 19:29:00,COMPLETED,CLICK_COLLECT,8.8
ORD0000795,CUST000831,STOR0018,ONLINE,2025-10-11 18:18:00,PENDING,STANDARD,20.07
ORD0000796,CUST000620,STOR0008,B2B,2025-11-27 16:54:00,CANCELLED,STANDARD,7.22
ORD0000797,CUST000704,STOR0014,B2B,2025-08-31 16:40:00,PENDING,CLICK_COLLECT,20.21
ORD0000798,CUST001197,STOR0035,ONLINE,2025-06-02 12:18:00,COMPLETED,EXPRESS,7.9
ORD0000799,CUST001055,STOR0052,B2B,2025-11-24 19:10:00,COMPLETED,EXPRESS,24.12
ORD0000800,CUST000817,STOR0009,B2B,2025-06-05 01:10:00,COMPLETED,EXPRESS,10.01
ORD0000801,CUST000126,STOR0002,STORE,2025-09-24 19:57:00,COMPLETED,CLICK_COLLECT,20.84
ORD0000802,CUST000454,STOR0001,STORE,2025-08-05 16:06:00,COMPLETED,EXPRESS,12.06
ORD0000803,CUST000486,STOR0040,B2B,2025-10-23 17:35:00,COMPLETED,CLICK_COLLECT,24.87
ORD0000804,CUST000485,STOR0001,STORE,2025-09-24 11:26:00,CANCELLED,EXPRESS,22.88
ORD0000805,CUST000095,STOR0044,MARKETPLACE,2025-05-18 00:13:00,CANCELLED,CLICK_COLLECT,10.08
ORD0000806,CUST000417,STOR0002,MARKETPLACE,2025-10-04 19:22:00,CANCELLED,EXPRESS,2.43
ORD0000807,CUST000898,STOR0035,MARKETPLACE,2025-07-11 18:12:00,CANCELLED,EXPRESS,14.24
ORD0000808,CUST000040,STOR0042,ONLINE,2025-09-11 15:58:00,PENDING,EXPRESS,4.05
ORD0000809,CUST000072,STOR0002,ONLINE,2025-12-16 20:51:00,COMPLETED,EXPRESS,9.31
ORD0000810,CUST000473,STOR0018,MARKETPLACE,2025-10-29 03:03:00,COMPLETED,EXPRESS,3.29
ORD0000811,CUST000992,STOR0018,MARKETPLACE,2025-10-05 01:25:00,CANCELLED,CLICK_COLLECT,22.56
ORD0000812,CUST000617,STOR0003,B2B,2025-08-16 11:10:00,COMPLETED,STANDARD,2.92
ORD0000813,CUST000894,STOR0056,B2B,2025-12-25 11:39:00,COMPLETED,EXPRESS,23.31
ORD0000814,CUST000371,STOR0008,ONLINE,2025-11-18 05:11:00,COMPLETED,STANDARD,5.39
ORD0000815,CUST000604,STOR0029,ONLINE,2025-10-15 20:42:00,COMPLETED,EXPRESS,7.68
ORD0000816,CUST001109,STOR0019,MARKETPLACE,2025-12-22 12:19:00,COMPLETED,CLICK_COLLECT,5.57
ORD0000817,CUST000198,STOR0055,STORE,2025-08-25 10:10:00,PENDING,STANDARD,7.81
ORD0000818,CUST000589,STOR0022,MARKETPLACE,2025-09-08 02:08:00,COMPLETED,STANDARD,4.16
ORD0000819,CUST000007,STOR0048,STORE,2025-12-04 19:03:00,CANCELLED,STANDARD,16.46
ORD0000820,CUST000968,STOR0016,STORE,2025-05-29 02:59:00,CANCELLED,EXPRESS,3.93
ORD0000821,CUST001118,STOR0047,STORE,2025-11-19 08:34:00,PENDING,EXPRESS,13.89
ORD0000822,CUST001135,STOR0021,STORE,2025-11-04 21:20:00,COMPLETED,CLICK_COLLECT,16.71
ORD0000823,CUST000710,STOR0009,MARKETPLACE,2025-06-18 21:53:00,COMPLETED,EXPRESS,2.89
ORD0000824,CUST000755,STOR0040,ONLINE,2025-09-11 10:31:00,CANCELLED,STANDARD,1.37
ORD0000825,CUST000097,STOR0024,MARKETPLACE,2025-12-26 01:33:00,PENDING,STANDARD,6.46
ORD0000826,CUST000966,STOR0015,MARKETPLACE,2025-08-30 09:17:00,COMPLETED,EXPRESS,19.31
ORD0000827,CUST001084,STOR0047,MARKETPLACE,2025-07-21 14:55:00,COMPLETED,EXPRESS,2.98
ORD0000828,CUST001170,STOR0030,STORE,2025-10-01 09:44:00,COMPLETED,EXPRESS,21.19
ORD0000829,CUST000683,STOR0015,B2B,2025-10-07 06:02:00,PENDING,CLICK_COLLECT,0.76
ORD0000830,CUST000446,STOR0027,ONLINE,2025-06-24 03:33:00,COMPLETED,CLICK_COLLECT,5.03
ORD0000831,CUST000374,STOR0028,ONLINE,2025-12-03 20:33:00,PENDING,EXPRESS,12.65
ORD0000832,CUST001141,STOR0005,MARKETPLACE,2025-12-19 05:51:00,COMPLETED,EXPRESS,13.58
ORD0000833,CUST001137,STOR0028,STORE,2025-06-25 00:18:00,COMPLETED,CLICK_COLLECT,1.56
ORD0000834,CUST000627,STOR0027,MARKETPLACE,2025-06-21 03:28:00,COMPLETED,EXPRESS,18.22
ORD0000835,CUST000208,STOR0033,ONLINE,2025-09-06 16:03:00,COMPLETED,EXPRESS,17.14
ORD0000836,CUST000782,STOR0032,ONLINE,2025-06-23 09:17:00,CANCELLED,EXPRESS,18.56
ORD0000837,CUST000815,STOR0038,ONLINE,2025-12-30 05:37:00,COMPLETED,STANDARD,5.25
ORD0000838,CUST001179,STOR0017,B2B,2025-08-15 04:37:00,CANCELLED,EXPRESS,24.29
ORD0000839,CUST001178,STOR0038,ONLINE,2025-08-01 01:39:00,COMPLETED,STANDARD,1.21
