order_line_id,order_id,line_number,product_id,quantity,unit_price,discount_amount,line_total
LINE00002884,ORD0000957,2,PROD00258,6,1104.33,1325.2,5300.78
LINE00002885,ORD0000957,3,PROD00206,6,872.62,1047.14,4188.58
LINE00002886,ORD0000957,4,PROD00192,1,1100.53,0.0,1100.53
LINE00002887,ORD0000957,5,PROD00219,4,848.93,169.79,3225.93
LINE00002888,ORD0000958,1,PROD00329,1,1065.62,106.56,959.06
LINE00002889,ORD0000958,2,PROD00014,1,161.67,16.17,145.5
LINE00002890,ORD0000958,3,PROD00348,2,209.19,0.0,418.38
LINE00002891,ORD0000959,1,PROD00043,3,1009.94,151.49,2878.33
LINE00002892,ORD0000959,2,PROD00243,6,498.81,0.0,2992.86
LINE00002893,ORD0000959,3,PROD00222,6,993.97,596.38,5367.44
LINE00002894,ORD0000960,1,PROD00182,4,1191.41,238.28,4527.36
LINE00002895,ORD0000960,2,PROD00465,4,978.16,0.0,3912.64
LINE00002896,ORD0000960,3,PROD00103,2,655.67,131.13,1180.21
LINE00002897,ORD0000960,4,PROD00102,2,906.2,0.0,1812.4
LINE00002898,ORD0000961,1,PROD00365,3,35.22,10.57,95.09
LINE00002899,ORD0000961,2,PROD00456,1,228.75,11.44,217.31
LINE00002900,ORD0000961,3,PROD00393,5,97.83,24.46,464.69
LINE00002901,ORD0000961,4,PROD00230,3,693.33,0.0,2079.99
LINE00002902,ORD0000961,5,PROD00086,4,1170.71,0.0,4682.84
LINE00002903,ORD0000962,1,PROD00284,2,1006.59,201.32,1811.86
LINE00002904,ORD0000962,2,PROD00350,3,1141.67,685.0,2740.01
LINE00002905,ORD0000962,3,PROD00014,6,1068.07,320.42,6088.0
LINE00002906,ORD0000962,4,PROD00154,6,975.94,0.0,5855.64
LINE00002907,ORD0000963,1,PROD00069,2,62.45,12.49,112.41
LINE00002908,ORD0000963,2,PROD00353,4,325.11,65.02,1235.42
LINE00002909,ORD0000963,3,PROD00487,3,968.74,290.62,2615.6
LINE00002910,ORD0000963,4,PROD00422,4,553.88,221.55,1993.97
LINE00002911,ORD0000964,1,PROD00431,4,137.37,54.95,494.53
LINE00002912,ORD0000964,2,PROD00277,1,843.48,42.17,801.31
LINE00002913,ORD0000964,3,PROD00059,1,590.69,118.14,472.55
LINE00002914,ORD0000965,1,PROD00292,1,1109.96,55.5,1054.46
LINE00002915,ORD0000966,1,PROD00024,4,485.06,388.05,1552.19
LINE00002916,ORD0000966,2,PROD00013,1,218.8,0.0,218.8
LINE00002917,ORD0000966,3,PROD00359,6,1103.84,1324.61,5298.43
LINE00002918,ORD0000966,4,PROD00112,4,373.01,0.0,1492.04
LINE00002919,ORD0000967,1,PROD00164,2,168.11,0.0,336.22
LINE00002920,ORD0000967,2,PROD00160,2,173.51,34.7,312.32
LINE00002921,ORD0000967,3,PROD00498,1,202.41,0.0,202.41
LINE00002922,ORD0000967,4,PROD00096,3,787.27,118.09,2243.72
LINE00002923,ORD0000967,5,PROD00380,6,752.72,0.0,4516.32
LINE00002924,ORD0000968,1,PROD00421,2,436.45,174.58,698.32
LINE00002925,ORD0000969,1,PROD00453,5,306.82,0.0,1534.1
LINE00002926,ORD0000970,1,PROD00134,5,945.52,0.0,4727.6
LINE00002927,ORD0000970,2,PROD00161,3,195.34,117.2,468.82
LINE00002928,ORD0000971,1,PROD00213,4,932.8,0.0,3731.2
LINE00002929,ORD0000972,1,PROD00435,5,268.25,0.0,1341.25
LINE00002930,ORD0000972,2,PROD00425,5,1128.29,0.0,5641.45
LINE00002931,ORD0000972,3,PROD00209,5,787.33,0.0,3936.65
LINE00002932,ORD0000972,4,PROD00415,2,615.93,123.19,1108.67
LINE00002933,ORD0000972,5,PROD00079,4,448.03,89.61,1702.51
LINE00002934,ORD0000973,1,PROD00365,6,798.0,0.0,4788.0
LINE00002935,ORD0000974,1,PROD00208,3,832.47,0.0,2497.41
LINE00002936,ORD0000975,1,PROD00262,3,287.42,0.0,862.26
LINE00002937,ORD0000976,1,PROD00319,3,1129.68,338.9,3050.14
LINE00002938,ORD0000976,2,PROD00338,3,546.1,163.83,1474.47
LINE00002939,ORD0000976,3,PROD00213,5,976.9,0.0,4884.5
LINE00002940,ORD0000976,4,PROD00281,5,692.49,692.49,2769.96
LINE00002941,ORD0000976,5,PROD00115,1,664.64,0.0,664.64
LINE00002942,ORD0000977,1,PROD00297,1,76.55,0.0,76.55
LINE00002943,ORD0000977,2,PROD00054,1,596.46,119.29,477.17
LINE00002944,ORD0000977,3,PROD00218,2,793.19,0.0,1586.38
LINE00002945,ORD0000977,4,PROD00449,5,1147.82,0.0,5739.1
LINE00002946,ORD0000978,1,PROD00240,6,641.37,384.82,3463.4
LINE00002947,ORD0000978,2,PROD00097,5,380.37,0.0,1901.85
LINE00002948,ORD0000978,3,PROD00411,5,125.1,125.1,500.4
LINE00002949,ORD0000978,4,PROD00317,4,956.23,191.25,3633.67
LINE00002950,ORD0000979,1,PROD00278,3,233.36,140.02,560.06
LINE00002951,ORD0000980,1,PROD00260,3,95.64,57.38,229.54
LINE00002952,ORD0000980,2,PROD00109,6,999.41,0.0,5996.46
LINE00002953,ORD0000980,3,PROD00429,6,913.98,0.0,5483.88
LINE00002954,ORD0000980,4,PROD00118,5,544.57,0.0,2722.85
LINE00002955,ORD0000981,1,PROD00390,6,1082.97,1299.56,5198.26
LINE00002956,ORD0000981,2,PROD00002,4,247.66,99.06,891.58
LINE00002957,ORD0000981,3,PROD00132,1,307.08,0.0,307.08
LINE00002958,ORD0000981,4,PROD00085,6,1145.07,0.0,6870.42
LINE00002959,ORD0000981,5,PROD00214,6,1089.71,1307.65,5230.61
LINE00002960,ORD0000982,1,PROD00402,3,764.63,0.0,2293.89
LINE00002961,ORD0000982,2,PROD00483,1,987.83,0.0,987.83
LINE00002962,ORD0000982,3,PROD00018,2,977.8,0.0,1955.6
LINE00002963,ORD0000982,4,PROD00199,6,1045.68,627.41,5646.67
LINE00002964,ORD0000982,5,PROD00357,3,657.94,0.0,1973.82
LINE00002965,ORD0000983,1,PROD00269,2,315.15,31.52,598.78
LINE00002966,ORD0000983,2,PROD00440,1,740.51,0.0,740.51
LINE00002967,ORD0000984,1,PROD00225,1,81.01,0.0,81.01
LINE00002968,ORD0000984,2,PROD00162,6,342.78,102.83,1953.85
LINE00002969,ORD0000985,1,PROD00044,2,206.92,0.0,413.84
LINE00002970,ORD0000985,2,PROD00171,6,755.54,0.0,4533.24
LINE00002971,ORD0000985,3,PROD00443,4,88.63,0.0,354.52
LINE00002972,ORD0000985,4,PROD00077,1,217.14,0.0,217.14
LINE00002973,ORD0000986,1,PROD00490,6,699.53,419.72,3777.46
LINE00002974,ORD0000987,1,PROD00359,3,1177.54,706.52,2826.1
LINE00002975,ORD0000987,2,PROD00141,4,1188.87,237.77,4517.71
LINE00002976,ORD0000988,1,PROD00105,2,396.38,158.55,634.21
LINE00002977,ORD0000989,1,PROD00267,1,923.9,46.2,877.7
LINE00002978,ORD0000990,1,PROD00251,1,1027.73,0.0,1027.73
LINE00002979,ORD0000990,2,PROD00290,2,328.87,32.89,624.85
LINE00002980,ORD0000990,3,PROD00060,4,972.96,0.0,3891.84
LINE00002981,ORD0000991,1,PROD00364,2,463.74,185.5,741.98
LINE00002982,ORD0000991,2,PROD00479,1,1095.69,219.14,876.55
LINE00002983,ORD0000992,1,PROD00485,3,1114.32,334.3,3008.66
LINE00002984,ORD0000993,1,PROD00104,2,162.13,32.43,291.83
LINE00002985,ORD0000993,2,PROD00039,1,710.6,0.0,710.6
LINE00002986,ORD0000993,3,PROD00016,2,252.22,25.22,479.22
LINE00002987,ORD0000993,4,PROD00022,3,802.81,481.69,1926.74
LINE00002988,ORD0000993,5,PROD00210,2,779.72,155.94,1403.5
LINE00002989,ORD0000994,1,PROD00100,4,201.42,0.0,805.68
LINE00002990,ORD0000995,1,PROD00097,4,171.72,34.34,652.54
LINE00002991,ORD0000996,1,PROD00190,3,152.57,45.77,411.94
LINE00002992,ORD0000996,2,PROD00351,1,739.67,147.93,591.74
LINE00002993,ORD0000996,3,PROD00171,2,646.68,0.0,1293.36
LINE00002994,ORD0000997,1,PROD00124,-3,601.57,-360.94,-1443.77
LINE00002995,ORD0000997,2,PROD00331,1,458.4,0.0,458.4
LINE00002996,ORD0000997,3,PROD00101,2,570.05,57.0,1083.1
LINE00002997,ORD0000997,4,PROD00475,6,861.59,516.95,4652.59
LINE00002998,ORD0000997,5,PROD00369,4,979.14,0.0,3916.56
LINE00002999,ORD0000998,1,PROD00431,6,119.22,71.53,643.79
LINE00003000,ORD0000998,2,PROD00311,1,1190.7,59.54,1131.16
LINE00003001,ORD0000998,3,PROD00453,3,1116.24,0.0,3348.72
LINE00003002,ORD0000998,4,PROD00422,1,130.96,26.19,104.77
LINE00003003,ORD0000999,1,PROD00439,3,258.4,38.76,736.44
LINE00003004,ORD0000999,2,PROD00242,1,404.35,20.22,384.13
LINE00003005,ORD0000999,3,PROD00315,6,666.51,0.0,3999.06
LINE00003006,ORD0000999,4,PROD00138,4,906.5,0.0,3626.0
LINE00003007,ORD0000999,5,PROD00312,1,140.56,0.0,140.56
LINE00003008,ORD0001000,1,PROD00035,6,646.0,387.6,3488.4
LINE00003009,ORD0001000,2,PROD00283,1,327.68,0.0,327.68
LINE00003010,ORD0001001,1,PROD00318,6,221.2,66.36,1260.84
LINE00003011,ORD0001001,2,PROD00149,4,386.84,0.0,1547.36
LINE00003012,ORD0001001,3,PROD00166,3,56.48,16.94,152.5
LINE00003013,ORD0001002,1,PROD00308,3,651.18,0.0,1953.54
LINE00003014,ORD0001002,2,PROD00397,5,1027.68,1027.68,4110.72
LINE00003015,ORD0001002,3,PROD00294,6,1031.91,309.57,5881.89
LINE00003016,ORD0001003,1,PROD00244,3,292.17,87.65,788.86
LINE00003017,ORD0001004,1,PROD00297,5,650.16,325.08,2925.72
LINE00003018,ORD0001004,2,PROD00427,5,349.85,349.85,1399.4
LINE00003019,ORD0001004,3,PROD00393,5,1040.24,0.0,5201.2
LINE00003020,ORD0001004,4,PROD00020,3,1014.61,152.19,2891.64
LINE00003021,ORD0001004,5,PROD00388,2,947.12,189.42,1704.82
LINE00003022,ORD0001005,1,PROD00158,5,764.7,382.35,3441.15
LINE00003023,ORD0001006,1,PROD00054,3,817.08,0.0,2451.24
LINE00003024,ORD0001007,1,PROD00096,5,690.73,0.0,3453.65
LINE00003025,ORD0001007,2,PROD00239,1,955.22,47.76,907.46
LINE00003026,ORD0001007,3,PROD00490,4,236.82,94.73,852.55
LINE00003027,ORD0001007,4,PROD00118,5,1055.35,0.0,5276.75
LINE00003028,ORD0001007,5,PROD00113,1,199.54,19.95,179.59
LINE00003029,ORD0001008,1,PROD00230,2,1144.4,114.44,2174.36
LINE00003030,ORD0001008,2,PROD00253,1,418.07,41.81,376.26
LINE00003031,ORD0001009,1,PROD00158,2,427.34,85.47,769.21
LINE00003032,ORD0001009,2,PROD00480,1,847.81,0.0,847.81
LINE00003033,ORD0001009,3,PROD00054,6,541.41,649.69,2598.77
LINE00003034,ORD0001009,4,PROD00472,2,176.42,0.0,352.84
LINE00003035,ORD0001009,5,PROD00267,2,172.18,0.0,344.36
LINE00003036,ORD0001010,1,PROD00400,5,938.97,938.97,3755.88
LINE00003037,ORD0001010,2,PROD00217,6,25.77,0.0,154.62
LINE00003038,ORD0001010,3,PROD00071,2,586.04,0.0,1172.08
LINE00003039,ORD0001010,4,PROD00046,1,158.78,0.0,158.78
LINE00003040,ORD0001010,5,PROD00155,6,1008.97,0.0,6053.82
LINE00003041,ORD0001011,1,PROD00386,3,778.17,233.45,2101.06
LINE00003042,ORD0001011,2,PROD00153,3,23.38,14.03,56.11
LINE00003043,ORD0001011,3,PROD00348,4,839.27,0.0,3357.08
LINE00003044,ORD0001012,1,PROD00451,4,999.21,0.0,3996.84
LINE00003045,ORD0001013,1,PROD00249,4,127.24,25.45,483.51
LINE00003046,ORD0001014,1,PROD00482,6,590.22,0.0,3541.32
LINE00003047,ORD0001014,2,PROD00482,5,762.83,0.0,3814.15
LINE00003048,ORD0001014,3,PROD00487,1,848.14,169.63,678.51
LINE00003049,ORD0001014,4,PROD00444,4,17.44,0.0,69.76
LINE00003050,ORD0001014,5,PROD00021,4,210.47,0.0,841.88
LINE00003051,ORD0001015,1,PROD00404,6,217.73,261.28,1045.1
LINE00003052,ORD0001015,2,PROD00474,3,15.8,0.0,47.4
LINE00003053,ORD0001016,1,PROD00285,1,194.05,9.7,184.35
LINE00003054,ORD0001017,1,PROD00453,4,1155.59,924.47,3697.89
LINE00003055,ORD0001017,2,PROD00103,2,1080.53,0.0,2161.06
LINE00003056,ORD0001017,3,PROD00187,4,87.87,0.0,351.48
LINE00003057,ORD0001018,1,PROD00129,1,191.87,0.0,191.87
LINE00003058,ORD0001019,1,PROD00223,1,1095.11,109.51,985.6
LINE00003059,ORD0001019,2,PROD00235,5,1046.73,261.68,4971.97
LINE00003060,ORD0001020,1,PROD00459,3,463.17,69.48,1320.03
LINE00003061,ORD0001020,2,PROD00396,5,1160.61,580.3,5222.75
LINE00003062,ORD0001020,3,PROD00106,6,245.49,0.0,1472.94
LINE00003063,ORD0001020,4,PROD00268,2,46.56,0.0,93.12
LINE00003064,ORD0001021,1,PROD00098,4,611.35,0.0,2445.4
LINE00003065,ORD0001022,1,PROD00306,5,1078.85,1078.85,4315.4
LINE00003066,ORD0001023,1,PROD00035,6,632.53,0.0,3795.18
LINE00003067,ORD0001024,1,PROD00241,4,140.07,56.03,504.25
LINE00003068,ORD0001024,2,PROD00084,1,941.91,188.38,753.53
LINE00003069,ORD0001024,3,PROD00456,4,838.45,0.0,3353.8
LINE00003070,ORD0001025,1,PROD00237,2,323.51,32.35,614.67
LINE00003071,ORD0001025,2,PROD00157,5,937.61,0.0,4688.05
LINE00003072,ORD0001025,3,PROD00081,6,940.51,0.0,5643.06
LINE00003073,ORD0001025,4,PROD00415,3,927.11,278.13,2503.2
LINE00003074,ORD0001025,5,PROD00073,5,882.08,0.0,4410.4
LINE00003075,ORD0001026,1,PROD00428,6,242.05,72.62,1379.68
LINE00003076,ORD0001026,2,PROD00370,5,521.07,521.07,2084.28
LINE00003077,ORD0001026,3,PROD00230,3,1169.51,701.71,2806.82
LINE00003078,ORD0001027,1,PROD00252,2,1139.24,0.0,2278.48
LINE00003079,ORD0001027,2,PROD00366,2,310.58,62.12,559.04
LINE00003080,ORD0001027,3,PROD00333,6,201.79,0.0,1210.74
LINE00003081,ORD0001027,4,PROD00157,1,300.11,0.0,300.11
LINE00003082,ORD0001028,1,PROD00351,4,90.94,18.19,345.57
LINE00003083,ORD0001029,1,PROD00184,6,349.86,0.0,2099.16
LINE00003084,ORD0001029,2,PROD00467,4,708.24,0.0,2832.96
LINE00003085,ORD0001029,3,PROD00014,4,306.49,0.0,1225.96
LINE00003086,ORD0001029,4,PROD00317,3,867.08,130.06,2471.18
LINE00003087,ORD0001029,5,PROD00196,3,801.2,0.0,2403.6
LINE00003088,ORD0001030,1,PROD00103,4,885.4,0.0,3541.6
LINE00003089,ORD0001031,1,PROD00346,2,756.22,151.24,1361.2
LINE00003090,ORD0001031,2,PROD00287,1,191.59,0.0,191.59
LINE00003091,ORD0001031,3,PROD00087,1,226.56,11.33,215.23
LINE00003092,ORD0001032,1,PROD00224,5,533.72,133.43,2535.17
LINE00003093,ORD0001033,1,PROD00153,3,880.51,0.0,2641.53
LINE00003094,ORD0001034,1,PROD00355,3,134.72,0.0,404.16
LINE00003095,ORD0001034,2,PROD00080,6,502.71,150.81,2865.45
LINE00003096,ORD0001035,1,PROD00132,1,1045.68,0.0,1045.68
LINE00003097,ORD0001035,2,PROD00450,4,359.79,0.0,1439.16
LINE00003098,ORD0001035,3,PROD00157,6,37.35,0.0,224.1
LINE00003099,ORD0001035,4,PROD00498,4,1080.23,216.05,4104.87
LINE00003100,ORD0001036,1,PROD00037,3,931.58,0.0,2794.74
LINE00003101,ORD0001037,1,PROD00108,5,845.24,422.62,3803.58
LINE00003102,ORD0001037,2,PROD00195,4,344.26,68.85,1308.19
LINE00003103,ORD0001038,1,PROD00247,2,594.09,237.64,950.54
LINE00003104,ORD0001038,2,PROD00091,2,369.63,147.85,591.41
LINE00003105,ORD0001038,3,PROD00160,3,206.8,62.04,558.36
LINE00003106,ORD0001038,4,PROD00342,6,91.19,54.71,492.43
LINE00003107,ORD0001038,5,PROD00069,4,770.32,0.0,3081.28
LINE00003108,ORD0001039,1,PROD00082,2,514.86,0.0,1029.72
LINE00003109,ORD0001039,2,PROD00314,3,1002.27,300.68,2706.13
LINE00003110,ORD0001039,3,PROD00291,5,556.57,278.29,2504.56
LINE00003111,ORD0001039,4,PROD00426,5,1013.41,1013.41,4053.64
LINE00003112,ORD0001039,5,PROD00355,5,92.54,0.0,462.7
LINE00003113,ORD0001040,1,PROD00091,4,849.66,0.0,3398.64
LINE00003114,ORD0001041,1,PROD00371,3,485.02,0.0,1455.06
LINE00003115,ORD0001041,2,PROD00287,1,356.69,0.0,356.69
LINE00003116,ORD0001041,3,PROD00074,4,569.28,0.0,2277.12
LINE00003117,ORD0001041,4,PROD00258,3,950.46,142.57,2708.81
LINE00003118,ORD0001042,1,PROD00436,5,90.71,22.68,430.87
LINE00003119,ORD0001042,2,PROD00483,2,334.7,0.0,669.4
LINE00003120,ORD0001042,3,PROD00316,4,420.16,84.03,1596.61
LINE00003121,ORD0001043,1,PROD00402,6,1027.16,1232.59,4930.37
LINE00003122,ORD0001043,2,PROD00036,5,888.3,0.0,4441.5
LINE00003123,ORD0001044,1,PROD00182,1,406.86,0.0,406.86
LINE00003124,ORD0001044,2,PROD00248,2,605.28,242.11,968.45
LINE00003125,ORD0001045,1,PROD00238,4,1057.13,0.0,4228.52
LINE00003126,ORD0001045,2,PROD00485,4,14.27,2.85,54.23
LINE00003127,ORD0001045,3,PROD00471,5,453.52,0.0,2267.6
LINE00003128,ORD0001045,4,PROD00340,1,1062.51,0.0,1062.51
LINE00003129,ORD0001045,5,PROD00252,2,235.76,0.0,471.52
LINE00003130,ORD0001046,1,PROD00345,4,448.55,0.0,1794.2
LINE00003131,ORD0001047,1,PROD00277,1,254.06,12.7,241.36
LINE00003132,ORD0001047,2,PROD00354,5,400.61,100.15,1902.9
LINE00003133,ORD0001047,3,PROD00151,2,1124.99,0.0,2249.98
LINE00003134,ORD0001047,4,PROD00084,2,441.68,0.0,883.36
LINE00003135,ORD0001047,5,PROD00185,5,1178.28,0.0,5891.4
LINE00003136,ORD0001048,1,PROD00363,5,975.75,0.0,4878.75
LINE00003137,ORD0001048,2,PROD00476,5,428.05,214.03,1926.22
LINE00003138,ORD0001048,3,PROD00174,3,169.85,0.0,509.55
LINE00003139,ORD0001048,4,PROD00404,1,73.32,0.0,73.32
LINE00003140,ORD0001048,5,PROD00376,1,897.21,0.0,897.21
LINE00003141,ORD0001049,1,PROD00007,6,460.59,138.18,2625.36
LINE00003142,ORD0001049,2,PROD00297,3,669.6,0.0,2008.8
LINE00003143,ORD0001049,3,PROD00134,3,684.68,410.81,1643.23
LINE00003144,ORD0001049,4,PROD00258,2,697.13,278.85,1115.41
LINE00003145,ORD0001050,1,PROD00262,3,1193.38,716.03,2864.11
LINE00003146,ORD0001051,1,PROD00424,2,190.55,0.0,381.1
LINE00003147,ORD0001051,2,PROD00055,4,72.02,0.0,288.08
LINE00003148,ORD0001052,1,PROD00498,5,900.03,225.01,4275.14
LINE00003149,ORD0001052,2,PROD00419,6,982.71,0.0,5896.26
LINE00003150,ORD0001052,3,PROD00094,5,733.06,733.06,2932.24
LINE00003151,ORD0001052,4,PROD00132,5,1054.98,0.0,5274.9
LINE00003152,ORD0001053,1,PROD00455,5,729.13,0.0,3645.65
LINE00003153,ORD0001053,2,PROD00339,4,1033.03,413.21,3718.91
LINE00003154,ORD0001053,3,PROD00283,1,992.81,49.64,943.17
LINE00003155,ORD0001053,4,PROD00133,1,1145.84,0.0,1145.84
LINE00003156,ORD0001053,5,PROD00097,6,901.27,1081.52,4326.1
LINE00003157,ORD0001054,1,PROD00162,1,889.75,0.0,889.75
LINE00003158,ORD0001054,2,PROD00486,2,671.48,0.0,1342.96
LINE00003159,ORD0001054,3,PROD00435,4,469.4,375.52,1502.08
LINE00003160,ORD0001054,4,PROD00145,3,345.46,0.0,1036.38
LINE00003161,ORD0001055,1,PROD00120,6,341.96,0.0,2051.76
LINE00003162,ORD0001055,2,PROD00483,3,773.35,116.0,2204.05
LINE00003163,ORD0001055,3,PROD00416,4,658.96,0.0,2635.84
LINE00003164,ORD0001055,4,PROD00375,3,962.57,144.39,2743.32
LINE00003165,ORD0001056,1,PROD00205,1,922.1,0.0,922.1
LINE00003166,ORD0001057,1,PROD00472,6,97.16,29.15,553.81
LINE00003167,ORD0001057,2,PROD00158,1,717.52,35.88,681.64
LINE00003168,ORD0001057,3,PROD00262,6,73.76,22.13,420.43
LINE00003169,ORD0001057,4,PROD00015,4,1019.94,203.99,3875.77
LINE00003170,ORD0001057,5,PROD00478,6,1166.43,349.93,6648.65
LINE00003171,ORD0001058,1,PROD00196,2,812.89,162.58,1463.2
LINE00003172,ORD0001058,2,PROD00384,1,1039.76,0.0,1039.76
LINE00003173,ORD0001058,3,PROD00232,6,567.93,0.0,3407.58
LINE00003174,ORD0001058,4,PROD00015,3,1105.53,663.32,2653.27
LINE00003175,ORD0001058,5,PROD00375,2,550.39,55.04,1045.74
LINE00003176,ORD0001059,1,PROD00422,4,246.76,0.0,987.04
LINE00003177,ORD0001059,2,PROD00320,5,1077.72,269.43,5119.17
LINE00003178,ORD0001060,1,PROD00408,3,477.35,0.0,1432.05
LINE00003179,ORD0001060,2,PROD00448,2,131.31,0.0,262.62
LINE00003180,ORD0001060,3,PROD00285,3,784.61,0.0,2353.83
LINE00003181,ORD0001060,4,PROD00275,5,1093.32,546.66,4919.94
LINE00003182,ORD0001060,5,PROD00217,3,238.42,71.53,643.73
LINE00003183,ORD0001061,1,PROD00353,3,993.04,0.0,2979.12
LINE00003184,ORD0001061,2,PROD00452,5,31.95,7.99,151.76
LINE00003185,ORD0001061,3,PROD00192,5,331.99,0.0,1659.95
LINE00003186,ORD0001061,4,PROD00178,4,1069.55,0.0,4278.2
LINE00003187,ORD0001061,5,PROD00409,6,975.55,1170.66,4682.64
LINE00003188,ORD0001062,1,PROD00176,2,665.74,0.0,1331.48
LINE00003189,ORD0001062,2,PROD00296,6,511.84,153.55,2917.49
LINE00003190,ORD0001062,3,PROD00068,5,1187.95,1187.95,4751.8
LINE00003191,ORD0001062,4,PROD00043,5,101.09,25.27,480.18
LINE00003192,ORD0001063,1,PROD00117,6,30.5,36.6,146.4
LINE00003193,ORD0001063,2,PROD00111,2,940.92,94.09,1787.75
LINE00003194,ORD0001064,1,PROD00398,1,476.18,95.24,380.94
LINE00003195,ORD0001064,2,PROD00256,5,344.45,172.23,1550.02
LINE00003196,ORD0001064,3,PROD00231,2,1166.54,233.31,2099.77
LINE00003197,ORD0001064,4,PROD00356,4,630.49,504.39,2017.57
LINE00003198,ORD0001064,5,PROD00152,4,442.94,88.59,1683.17
LINE00003199,ORD0001065,1,PROD00346,1,642.2,0.0,642.2
LINE00003200,ORD0001065,2,PROD00137,4,430.9,0.0,1723.6
LINE00003201,ORD0001065,3,PROD00325,1,699.23,0.0,699.23
LINE00003202,ORD0001065,4,PROD00226,5,1086.33,543.16,4888.49
LINE00003203,ORD0001066,1,PROD00162,1,109.01,5.45,103.56
LINE00003204,ORD0001066,2,PROD00421,4,1140.99,0.0,4563.96
LINE00003205,ORD0001066,3,PROD00079,3,74.85,0.0,224.55
LINE00003206,ORD0001067,1,PROD00417,1,708.05,35.4,672.65
LINE00003207,ORD0001068,1,PROD00493,4,739.83,295.93,2663.39
LINE00003208,ORD0001068,2,PROD00396,4,1108.54,0.0,4434.16
LINE00003209,ORD0001069,1,PROD00110,5,837.58,0.0,4187.9
LINE00003210,ORD0001069,2,PROD00195,2,972.52,0.0,1945.04
LINE00003211,ORD0001069,3,PROD00034,2,1170.27,0.0,2340.54
LINE00003212,ORD0001069,4,PROD00090,5,498.59,249.29,2243.66
LINE00003213,ORD0001070,1,PROD00485,2,507.39,101.48,913.3
LINE00003214,ORD0001070,2,PROD00023,1,906.48,0.0,906.48
LINE00003215,ORD0001070,3,PROD00315,4,569.91,455.93,1823.71
LINE00003216,ORD0001071,1,PROD00190,2,509.41,0.0,1018.82
LINE00003217,ORD0001071,2,PROD00155,4,703.93,563.14,2252.58
LINE00003218,ORD0001071,3,PROD00038,6,857.66,0.0,5145.96
LINE00003219,ORD0001071,4,PROD00109,2,744.29,148.86,1339.72
LINE00003220,ORD0001072,1,PROD00183,6,923.91,1108.69,4434.77
LINE00003221,ORD0001072,2,PROD00142,3,98.91,14.84,281.89
LINE00003222,ORD0001072,3,PROD00056,4,37.57,30.06,120.22
LINE00003223,ORD0001072,4,PROD00328,3,55.4,8.31,157.89
LINE00003224,ORD0001072,5,PROD00468,6,815.01,0.0,4890.06
LINE00003225,ORD0001073,1,PROD00026,5,401.3,0.0,2006.5
LINE00003226,ORD0001073,2,PROD00241,1,316.12,0.0,316.12
LINE00003227,ORD0001074,1,PROD00317,4,643.09,0.0,2572.36
LINE00003228,ORD0001074,2,PROD00444,2,184.29,0.0,368.58
LINE00003229,ORD0001074,3,PROD00394,6,1171.81,0.0,7030.86
LINE00003230,ORD0001074,4,PROD00370,4,1112.59,0.0,4450.36
LINE00003231,ORD0001074,5,PROD00332,6,750.64,225.19,4278.65
LINE00003232,ORD0001075,1,PROD00140,3,771.83,0.0,2315.49
LINE00003233,ORD0001075,2,PROD00260,2,768.05,0.0,1536.1
LINE00003234,ORD0001075,3,PROD00471,6,1128.88,0.0,6773.28
LINE00003235,ORD0001075,4,PROD00368,3,1134.67,0.0,3404.01
LINE00003236,ORD0001076,1,PROD00435,6,1116.43,334.93,6363.65
LINE00003237,ORD0001076,2,PROD00015,2,85.87,8.59,163.15
LINE00003238,ORD0001076,3,PROD00214,3,1002.35,150.35,2856.7
LINE00003239,ORD0001076,4,PROD00406,5,1193.23,1193.23,4772.92
LINE00003240,ORD0001077,1,PROD00286,6,965.33,1158.4,4633.58
LINE00003241,ORD0001078,1,PROD00064,4,734.67,0.0,2938.68
LINE00003242,ORD0001079,1,PROD00121,4,582.68,0.0,2330.72
LINE00003243,ORD0001080,1,PROD00260,3,470.54,0.0,1411.62
LINE00003244,ORD0001081,1,PROD00312,4,968.83,387.53,3487.79
LINE00003245,ORD0001081,2,PROD00346,5,7.7,7.7,30.8
LINE00003246,ORD0001082,1,PROD00280,4,805.81,0.0,3223.24
LINE00003247,ORD0001083,1,PROD00360,2,509.2,50.92,967.48
LINE00003248,ORD0001084,1,PROD00492,2,914.97,0.0,1829.94
LINE00003249,ORD0001084,2,PROD00351,1,654.09,0.0,654.09
LINE00003250,ORD0001085,1,PROD00364,2,125.07,0.0,250.14
LINE00003251,ORD0001086,1,PROD00426,1,1048.85,52.44,996.41
LINE00003252,ORD0001086,2,PROD00249,2,724.73,0.0,1449.46
LINE00003253,ORD0001086,3,PROD00272,5,237.04,0.0,1185.2
LINE00003254,ORD0001087,1,PROD00004,1,835.59,41.78,793.81
LINE00003255,ORD0001087,2,PROD00075,6,1181.21,708.73,6378.53
LINE00003256,ORD0001087,3,PROD00008,3,837.02,0.0,2511.06
LINE00003257,ORD0001087,4,PROD00439,6,564.76,677.71,2710.85
LINE00003258,ORD0001087,5,PROD00160,3,1110.94,0.0,3332.82
LINE00003259,ORD0001088,1,PROD00422,1,806.4,40.32,766.08
LINE00003260,ORD0001088,2,PROD00046,3,455.06,68.26,1296.92
LINE00003261,ORD0001088,3,PROD00114,5,481.12,0.0,2405.6
